Generacion,k,e,aa,da,af,df,puntos
0,101,2,10,8,3,4,26
0,11,3,11,3,3,7,26
0,21,2,10,3,1,2,21
0,51,3,4,16,7,1,16
0,66,4,20,7,9,10,12
0,39,3,5,13,3,10,10
0,76,4,20,10,4,9,10
0,1,3,12,10,7,2,9
0,27,1,16,16,7,10,9
0,1,4,16,3,3,9,7
0,33,3,9,19,1,4,7
0,52,3,3,12,7,9,5
0,61,1,1,9,7,2,4
0,11,2,8,3,9,4,3
0,9,1,15,10,8,7,3
0,90,1,17,14,5,0,0
1,11,3,11,3,3,7,26
1,20,3,8,6,3,8,26
1,101,2,10,8,3,4,18
1,64,3,12,12,5,5,18
1,60,3,10,13,5,4,10
1,21,2,10,3,1,7,10
1,48,3,8,12,3,9,9
1,56,3,9,12,7,4,8
1,101,2,10,8,3,4,6
1,101,2,10,8,3,4,6
1,51,3,5,11,3,9,6
1,36,3,2,4,5,8,6
1,21,2,10,3,1,2,4
1,26,4,7,8,3,8,4
1,60,3,13,10,8,6,3
1,30,3,14,4,5,8,3
2,101,2,10,8,3,4,21
2,76,3,11,3,3,7,21
2,11,3,11,3,3,7,21
2,60,3,15,13,5,4,18
2,11,3,11,3,3,7,10
2,36,2,8,8,2,8,9
2,39,3,8,10,3,8,8
2,60,3,10,13,5,4,7
2,64,3,12,12,5,5,7
2,64,3,12,12,5,1,7
2,39,3,8,10,3,8,6
2,28,2,9,5,1,7,6
2,20,3,8,6,3,8,5
2,101,2,10,2,3,4,4
2,20,2,9,3,1,7,3
2,20,2,0,4,1,7,3
3,44,3,11,3,3,7,24
3,76,3,11,3,3,7,21
3,90,3,11,3,3,7,20
3,11,3,11,3,3,8,18
3,78,3,11,3,3,7,11
3,47,2,11,10,3,6,10
3,65,2,10,4,3,7,9
3,40,2,10,4,3,6,9
3,31,2,8,9,2,8,8
3,101,2,10,8,3,4,7
3,52,4,12,11,4,5,7
3,74,2,13,13,4,4,7
3,37,2,8,9,2,8,7
3,54,3,9,12,3,7,5
