Generacion,k,e,aa,da,af,df,puntos
0,101,2,10,8,3,4,26
0,11,3,11,3,3,7,26
0,21,2,10,3,1,2,21
0,51,3,4,16,7,1,16
0,66,4,20,7,9,10,12
0,39,3,5,13,3,10,10
0,76,4,20,10,4,9,10
0,1,3,12,10,7,2,9
0,27,1,16,16,7,10,9
0,1,4,16,3,3,9,7
0,33,3,9,19,1,4,7
0,52,3,3,12,7,9,5
0,61,1,1,9,7,2,4
0,11,2,8,3,9,4,3
0,9,1,15,10,8,7,3
0,90,1,17,14,5,0,0
1,101,2,10,8,3,4,24
1,75,2,12,6,2,3,23
1,78,2,10,6,2,3,20
1,51,3,4,16,7,1,16
1,22,3,9,19,4,5,11
1,39,3,5,8,5,2,10
1,35,2,7,11,3,1,10
1,57,3,10,5,3,5,10
1,21,2,10,3,1,2,9
1,66,2,5,13,4,7,8
1,11,3,11,3,3,7,8
1,30,2,8,7,2,1,7
1,38,2,10,4,3,6,6
1,72,2,6,12,5,2,4
1,17,2,10,3,1,3,4
1,14,2,2,3,2,5,0
2,78,4,7,11,4,8,25
2,78,2,10,6,2,3,23
2,75,2,12,6,2,3,21
2,90,2,10,7,2,3,19
2,22,2,10,7,2,3,15
2,76,2,11,2,2,3,13
2,101,2,10,8,3,4,10
2,69,2,8,9,3,2,8
2,87,2,10,6,2,3,7
2,86,2,8,10,4,3,7
2,87,2,11,6,2,3,6
2,75,2,11,6,2,3,6
2,66,2,9,9,3,2,6
2,51,3,4,16,7,1,5
2,68,2,0,1,3,2,1
2,61,2,7,11,6,1,0
3,78,2,8,8,2,5,22
3,86,2,9,8,2,4,20
3,78,3,8,9,3,6,19
3,86,2,10,6,2,3,15
3,90,2,10,7,2,3,10
3,76,2,9,8,2,5,10
3,78,4,7,11,4,8,9
3,86,2,5,15,2,8,8
3,76,2,9,8,2,5,8
3,77,2,10,6,7,3,7
3,85,2,10,6,2,7,6
3,76,2,11,6,2,3,6
3,87,2,10,6,2,3,6
3,78,2,10,6,2,3,5
