Generacion,k,e,aa,da,af,df,puntos
0,11,3,11,3,3,7,59
0,101,2,10,8,3,4,55
0,1,4,16,3,3,9,53
0,33,3,9,19,1,4,53
0,21,2,10,3,1,2,52
0,39,3,5,13,3,10,47
0,66,4,20,7,9,10,45
0,11,2,8,3,9,4,42
0,27,1,16,16,7,10,42
0,76,4,20,10,4,9,40
0,51,3,4,16,7,1,36
0,1,3,12,10,7,2,33
0,52,3,3,12,7,9,32
0,61,1,1,9,7,2,28
0,9,1,15,10,8,7,27
0,90,1,17,14,5,0,12
1,33,3,9,19,1,4,56
1,11,3,11,3,3,7,54
1,11,3,11,3,3,7,54
1,11,3,11,3,3,7,54
1,33,3,11,3,3,7,54
1,1,4,16,3,3,9,45
1,11,3,9,2,1,4,43
1,33,4,16,19,1,9,41
1,101,2,9,8,3,4,40
1,101,2,10,8,3,4,39
1,101,2,10,8,3,4,39
1,101,2,10,3,3,4,36
1,33,4,9,3,1,9,35
1,1,4,16,3,10,9,34
1,11,2,11,3,3,4,34
1,101,2,9,8,3,0,7
2,11,3,11,19,3,4,53
2,33,1,9,19,3,7,52
2,33,3,9,19,1,4,51
2,33,3,9,19,1,4,51
2,33,3,9,19,1,4,51
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,28,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,11,3,3,7,40
2,11,3,0,3,3,7,12
3,33,1,9,12,3,7,57
3,33,1,9,19,3,7,42
3,33,1,9,19,3,7,42
3,33,3,0,19,1,4,38
3,33,3,9,19,1,4,37
3,33,3,9,19,1,4,37
3,33,3,9,19,1,4,37
3,33,3,9,19,1,4,37
3,11,3,9,19,3,4,36
3,11,3,11,19,3,4,34
3,33,3,11,19,3,4,34
3,33,3,11,19,3,4,34
3,72,3,11,19,3,4,34
3,33,3,9,17,3,7,32
3,33,3,9,19,1,2,31
3,33,1,11,19,3,4,29
4,33,3,0,19,1,4,48
4,64,3,0,19,1,4,48
4,33,3,0,19,1,4,48
4,33,3,0,19,3,7,48
4,33,3,9,19,3,4,46
4,33,1,9,12,3,7,38
4,33,1,9,12,3,7,38
4,33,1,9,12,3,7,38
4,33,1,9,12,3,7,38
4,33,1,9,12,3,7,38
4,33,1,9,19,1,7,23
