7
6
4
199,11,2,9,4,2,8,54
199,10,2,9,4,2,8,45
199,31,2,9,6,5,9,48
199,65,3,12,6,2,9,72
199,39,2,10,6,5,8,87
199,55,1,11,13,7,8,73
199,7,2,5,4,2,3,84
199,19,1,7,10,7,1,49
199,78,1,8,5,3,6,51
199,3,2,10,10,8,9,57
199,26,1,8,5,2,7,63
199,63,2,10,5,3,8,57
199,61,3,8,6,7,2,45
199,34,2,4,14,2,1,54
199,41,2,9,4,2,8,45
199,3,2,12,7,6,1,69
199,73,1,6,5,5,1,46
199,8,2,6,2,3,4,64
199,101,4,3,5,4,5,27
199,53,1,7,13,8,2,18
199,82,3,3,17,1,1,18
199,57,1,13,10,6,8,30
199,72,4,17,17,2,6,30
199,40,2,10,6,4,7,27
199,33,1,6,6,3,1,27
199,66,2,14,10,1,3,18
199,50,4,7,4,3,2,36
199,46,2,7,5,2,5,24
199,68,4,8,6,2,6,30
199,69,2,8,5,3,6,24
199,71,2,12,6,3,10,21
199,34,1,17,13,10,2,27
199,58,2,17,20,10,6,18
199,54,2,11,5,3,9,36
199,96,2,16,16,8,9,25
199,38,2,14,9,6,10,34
