8
12
6
199,61,1,14,9,10,8,56
199,21,3,6,14,8,9,30
199,31,3,9,9,1,9,36
199,17,1,4,9,7,9,34
199,78,2,18,10,4,8,38
199,7,1,11,6,3,10,36
199,49,2,12,5,2,3,32
199,64,1,11,6,6,8,32
199,59,1,9,5,2,5,50
199,41,1,3,7,4,6,45
199,72,1,5,3,3,3,44
199,32,1,5,17,5,3,58
199,39,2,16,6,3,4,46
199,63,2,3,9,4,9,32
199,75,2,16,18,7,6,45
199,53,1,10,15,6,4,49
199,93,1,14,9,4,8,60
199,82,2,11,14,4,8,47
199,34,4,1,5,1,5,18
199,44,1,15,13,2,7,24
199,94,3,11,9,1,10,12
199,31,1,3,17,6,5,16
199,56,4,4,8,4,8,20
199,46,3,17,3,1,0,26
199,55,2,9,5,3,4,16
199,64,1,10,4,3,3,19
199,30,1,12,4,4,7,17
199,50,2,2,6,3,2,21
199,68,3,5,10,6,4,22
199,84,1,10,9,5,4,16
199,94,3,6,19,10,8,22
199,39,1,2,13,8,2,16
199,65,3,14,14,8,5,30
199,17,1,13,14,5,6,20
199,66,1,4,13,7,3,24
199,98,1,5,10,10,6,17
