Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 65 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 8, 6, 1, 6]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
Puntaje: 62 [10, 2, 11, 6, 1, 9]
Puntaje: 48 [90, 1, 17, 14, 5, 0]
Puntaje: 47 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [39, 3, 5, 13, 3, 10]
Puntaje: 43 [10, 2, 14, 6, 6, 2]
Puntaje: 41 [52, 3, 3, 12, 7, 9]
Puntaje: 30 [10, 1, 0, 3, 3, 6]
Puntaje: 28 [9, 1, 15, 10, 8, 7]
Puntaje: 27 [33, 3, 9, 19, 1, 4]
Puntaje: 18 [10, 1, 0, 1, 1, 8]
Puntaje: 18 [66, 4, 20, 7, 9, 10]
Puntaje: 15 [27, 1, 16, 16, 7, 10]
Generation #1
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [7, 2, 7, 5, 1, 5]
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [10, 2, 11, 6, 1, 9]
Puntaje: 57 [10, 2, 11, 6, 1, 9]
Puntaje: 42 [90, 1, 17, 14, 5, 0]
Puntaje: 42 [90, 1, 17, 14, 5, 0]
Puntaje: 38 [5, 2, 3, 4, 1, 4]
Puntaje: 31 [63, 3, 15, 8, 2, 9]
Puntaje: 31 [27, 2, 13, 7, 1, 9]
Puntaje: 17 [10, 2, 7, 6, 1, 10]
Puntaje: 15 [6, 2, 7, 4, 1, 5]
Puntaje: 15 [5, 2, 7, 4, 1, 5]
Generation #2
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [1, 3, 5, 3, 1, 3]
Puntaje: 51 [7, 2, 7, 5, 1, 5]
Puntaje: 51 [19, 2, 7, 5, 1, 5]
Puntaje: 51 [4, 2, 5, 4, 1, 3]
Puntaje: 51 [6, 2, 6, 4, 1, 4]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [10, 3, 7, 6, 1, 5]
Puntaje: 51 [10, 2, 7, 6, 1, 5]
Puntaje: 51 [8, 2, 8, 5, 1, 6]
Puntaje: 51 [10, 2, 8, 6, 1, 6]
Puntaje: 51 [10, 2, 8, 6, 1, 6]
Puntaje: 51 [98, 2, 9, 6, 1, 7]
Puntaje: 51 [10, 2, 9, 6, 1, 7]
Puntaje: 6 [10, 2, 7, 4, 1, 5]
Puntaje: 0 [8, 2, 9, 2, 1, 7]
Generation #3
Puntaje: 61 [10, 2, 7, 6, 1, 5]
Puntaje: 61 [1, 3, 5, 3, 1, 3]
Puntaje: 61 [7, 2, 7, 5, 1, 5]
Puntaje: 61 [8, 2, 7, 5, 1, 5]
Puntaje: 61 [12, 2, 6, 4, 1, 4]
Puntaje: 61 [11, 2, 7, 5, 1, 5]
Puntaje: 61 [10, 2, 7, 5, 1, 5]
Puntaje: 61 [10, 2, 5, 4, 1, 3]
Puntaje: 61 [13, 2, 7, 5, 1, 5]
Puntaje: 61 [19, 2, 7, 5, 1, 5]
Puntaje: 19 [7, 2, 5, 3, 1, 3]
Puntaje: 19 [4, 2, 5, 3, 1, 3]
Puntaje: 19 [2, 2, 5, 3, 1, 3]
Puntaje: 16 [13, 2, 7, 5, 1, 2]
Puntaje: 15 [14, 2, 7, 5, 1, 9]
Puntaje: 7 [9, 1, 5, 4, 1, 3]
Generation #4
Puntaje: 58 [10, 2, 7, 6, 1, 5]
Puntaje: 58 [7, 2, 7, 5, 1, 5]
Puntaje: 58 [8, 2, 7, 5, 1, 5]
