Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 65 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 8, 6, 1, 6]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
Puntaje: 62 [10, 2, 11, 6, 1, 9]
Puntaje: 48 [90, 1, 17, 14, 5, 0]
Puntaje: 47 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [39, 3, 5, 13, 3, 10]
Puntaje: 43 [10, 2, 14, 6, 6, 2]
Puntaje: 41 [52, 3, 3, 12, 7, 9]
Puntaje: 30 [10, 1, 0, 3, 3, 6]
Puntaje: 28 [9, 1, 15, 10, 8, 7]
Puntaje: 27 [33, 3, 9, 19, 1, 4]
Puntaje: 18 [10, 1, 0, 1, 1, 8]
Puntaje: 18 [66, 4, 20, 7, 9, 10]
Puntaje: 15 [27, 1, 16, 16, 7, 10]
Generation #1
Puntaje: 75 [10, 2, 7, 6, 1, 5]
Puntaje: 75 [1, 3, 5, 3, 1, 3]
Puntaje: 75 [77, 3, 5, 3, 1, 3]
Puntaje: 66 [10, 2, 9, 6, 1, 7]
Puntaje: 59 [76, 3, 20, 10, 4, 9]
Puntaje: 55 [10, 2, 8, 6, 1, 5]
Puntaje: 50 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [10, 3, 5, 6, 1, 7]
Puntaje: 31 [10, 1, 8, 6, 1, 6]
Puntaje: 29 [10, 2, 7, 6, 8, 6]
Puntaje: 28 [10, 2, 9, 3, 1, 3]
Puntaje: 26 [96, 2, 7, 6, 10, 6]
Puntaje: 21 [90, 1, 11, 4, 5, 0]
Puntaje: 21 [10, 2, 9, 6, 1, 9]
Puntaje: 21 [76, 1, 20, 2, 4, 0]
Puntaje: 16 [22, 1, 11, 6, 5, 9]
Generation #2
Puntaje: 70 [10, 2, 7, 6, 1, 5]
Puntaje: 70 [1, 3, 5, 3, 1, 3]
Puntaje: 70 [10, 2, 7, 6, 1, 5]
Puntaje: 58 [10, 2, 9, 6, 1, 7]
Puntaje: 58 [10, 2, 9, 6, 1, 7]
Puntaje: 46 [76, 3, 20, 10, 4, 9]
Puntaje: 46 [76, 3, 20, 10, 4, 9]
Puntaje: 42 [38, 4, 8, 10, 4, 9]
Puntaje: 40 [1, 4, 20, 3, 1, 3]
Puntaje: 40 [10, 2, 1, 6, 1, 5]
Puntaje: 26 [14, 2, 18, 3, 1, 7]
Puntaje: 26 [1, 3, 17, 3, 3, 5]
Puntaje: 23 [10, 1, 7, 6, 1, 5]
Puntaje: 21 [10, 2, 9, 3, 1, 7]
Puntaje: 21 [76, 3, 5, 0, 1, 3]
Puntaje: 15 [10, 2, 5, 2, 1, 5]
Generation #3
Puntaje: 64 [10, 2, 7, 6, 1, 5]
Puntaje: 64 [1, 3, 5, 3, 1, 3]
Puntaje: 64 [10, 2, 7, 6, 1, 5]
Puntaje: 61 [10, 2, 9, 6, 1, 7]
Puntaje: 61 [10, 2, 9, 6, 1, 7]
Puntaje: 43 [76, 3, 20, 10, 4, 9]
Puntaje: 41 [10, 3, 5, 6, 1, 5]
Puntaje: 41 [76, 3, 7, 10, 4, 9]
Puntaje: 37 [10, 3, 20, 6, 4, 7]
Puntaje: 29 [1, 2, 5, 3, 1, 3]
Puntaje: 29 [10, 2, 5, 3, 1, 3]
Puntaje: 27 [10, 3, 9, 6, 4, 4]
Puntaje: 27 [76, 3, 9, 6, 4, 4]
Puntaje: 24 [90, 3, 7, 3, 1, 6]
Puntaje: 19 [10, 2, 9, 6, 9, 7]
Puntaje: 16 [10, 3, 9, 6, 7, 9]
Generation #4
Puntaje: 62 [10, 2, 7, 6, 1, 5]
Puntaje: 62 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
