Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 65 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 8, 6, 1, 6]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
Puntaje: 62 [10, 2, 11, 6, 1, 9]
Puntaje: 48 [90, 1, 17, 14, 5, 0]
Puntaje: 47 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [39, 3, 5, 13, 3, 10]
Puntaje: 43 [10, 2, 14, 6, 6, 2]
Puntaje: 41 [52, 3, 3, 12, 7, 9]
Puntaje: 30 [10, 1, 0, 3, 3, 6]
Puntaje: 28 [9, 1, 15, 10, 8, 7]
Puntaje: 27 [33, 3, 9, 19, 1, 4]
Puntaje: 18 [10, 1, 0, 1, 1, 8]
Puntaje: 18 [66, 4, 20, 7, 9, 10]
Puntaje: 15 [27, 1, 16, 16, 7, 10]
Generation #1
Puntaje: 63 [10, 2, 7, 6, 1, 5]
Puntaje: 63 [1, 3, 5, 3, 1, 3]
Puntaje: 63 [10, 2, 7, 6, 1, 5]
Puntaje: 63 [1, 3, 5, 3, 1, 3]
Puntaje: 60 [10, 2, 8, 6, 1, 6]
Puntaje: 60 [10, 2, 9, 6, 1, 7]
Puntaje: 60 [10, 2, 11, 6, 1, 9]
Puntaje: 60 [42, 2, 11, 6, 1, 9]
Puntaje: 37 [90, 1, 17, 14, 4, 9]
Puntaje: 35 [1, 3, 20, 10, 4, 7]
Puntaje: 33 [1, 2, 11, 3, 1, 7]
Puntaje: 29 [76, 1, 20, 10, 5, 9]
Puntaje: 22 [10, 2, 7, 6, 1, 6]
Puntaje: 15 [1, 3, 5, 3, 4, 3]
Puntaje: 15 [10, 2, 7, 6, 10, 6]
Puntaje: 13 [90, 2, 11, 6, 5, 9]
Generation #2
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [1, 3, 11, 3, 1, 9]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [1, 2, 7, 6, 1, 5]
Puntaje: 57 [10, 2, 8, 6, 1, 6]
Puntaje: 57 [10, 2, 9, 6, 1, 7]
Puntaje: 57 [10, 3, 5, 3, 1, 3]
Puntaje: 57 [72, 2, 7, 6, 1, 5]
Puntaje: 54 [10, 3, 7, 3, 1, 5]
Puntaje: 22 [10, 2, 11, 6, 1, 5]
Puntaje: 21 [10, 2, 7, 6, 1, 6]
Puntaje: 19 [10, 2, 5, 3, 1, 3]
Puntaje: 19 [1, 3, 5, 3, 1, 5]
Puntaje: 19 [1, 3, 5, 3, 1, 5]
Puntaje: 13 [10, 1, 8, 6, 1, 6]
Generation #3
Puntaje: 57 [10, 2, 7, 6, 1, 5]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [54, 2, 7, 6, 1, 5]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [10, 2, 9, 6, 1, 7]
Puntaje: 57 [1, 2, 11, 6, 1, 9]
Puntaje: 57 [10, 2, 8, 6, 1, 6]
Puntaje: 38 [1, 2, 5, 6, 1, 5]
Puntaje: 27 [10, 2, 7, 6, 1, 6]
Puntaje: 27 [10, 2, 8, 6, 1, 7]
Puntaje: 26 [10, 2, 9, 6, 1, 6]
Puntaje: 23 [10, 2, 7, 6, 1, 3]
Puntaje: 23 [1, 3, 8, 3, 1, 9]
Puntaje: 22 [10, 2, 7, 3, 1, 5]
Puntaje: 21 [1, 2, 7, 6, 1, 9]
Generation #4
Puntaje: 68 [10, 2, 7, 6, 1, 5]
Puntaje: 68 [1, 3, 5, 3, 1, 3]
Puntaje: 68 [34, 3, 5, 3, 1, 3]
