Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 65 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 8, 6, 1, 6]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
Puntaje: 62 [10, 2, 11, 6, 1, 9]
Puntaje: 48 [90, 1, 17, 14, 5, 0]
Puntaje: 47 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [39, 3, 5, 13, 3, 10]
Puntaje: 43 [10, 2, 14, 6, 6, 2]
Puntaje: 41 [52, 3, 3, 12, 7, 9]
Puntaje: 30 [10, 1, 0, 3, 3, 6]
Puntaje: 28 [9, 1, 15, 10, 8, 7]
Puntaje: 27 [33, 3, 9, 19, 1, 4]
Puntaje: 18 [10, 1, 0, 1, 1, 8]
Puntaje: 18 [66, 4, 20, 7, 9, 10]
Puntaje: 15 [27, 1, 16, 16, 7, 10]
Generation #1
Puntaje: 63 [10, 2, 7, 6, 1, 5]
Puntaje: 63 [1, 3, 5, 3, 1, 3]
Puntaje: 63 [42, 3, 5, 3, 1, 3]
Puntaje: 57 [10, 2, 8, 6, 1, 6]
Puntaje: 57 [54, 2, 8, 6, 1, 6]
Puntaje: 57 [1, 3, 5, 6, 1, 3]
Puntaje: 57 [10, 2, 11, 6, 1, 9]
Puntaje: 57 [10, 2, 11, 6, 1, 9]
Puntaje: 35 [10, 2, 2, 6, 1, 3]
Puntaje: 35 [76, 4, 20, 2, 4, 9]
Puntaje: 31 [52, 4, 20, 10, 4, 9]
Puntaje: 30 [10, 2, 7, 6, 4, 5]
Puntaje: 24 [10, 2, 5, 3, 1, 9]
Puntaje: 23 [10, 2, 9, 6, 5, 7]
Puntaje: 20 [90, 3, 5, 3, 5, 3]
Puntaje: 15 [10, 2, 17, 6, 4, 0]
Generation #2
Puntaje: 79 [1, 3, 5, 7, 1, 3]
Puntaje: 52 [1, 3, 5, 3, 1, 3]
Puntaje: 52 [1, 3, 5, 3, 1, 3]
Puntaje: 52 [1, 3, 5, 3, 1, 3]
Puntaje: 52 [28, 3, 5, 3, 1, 3]
Puntaje: 52 [10, 2, 8, 6, 1, 6]
Puntaje: 52 [10, 2, 7, 6, 1, 5]
Puntaje: 52 [42, 3, 5, 3, 1, 3]
Puntaje: 50 [1, 3, 5, 6, 1, 3]
Puntaje: 50 [1, 3, 5, 6, 1, 3]
Puntaje: 49 [54, 2, 5, 6, 1, 3]
Puntaje: 43 [1, 3, 5, 15, 1, 3]
Puntaje: 20 [10, 3, 7, 6, 5, 3]
Puntaje: 18 [54, 2, 12, 6, 1, 9]
Puntaje: 18 [10, 2, 11, 6, 1, 6]
Puntaje: 14 [42, 2, 5, 3, 1, 3]
Generation #3
Puntaje: 79 [1, 3, 5, 7, 1, 3]
Puntaje: 79 [54, 3, 5, 7, 1, 3]
Puntaje: 53 [1, 3, 5, 3, 1, 3]
Puntaje: 53 [10, 2, 8, 6, 1, 6]
Puntaje: 53 [1, 3, 5, 3, 1, 3]
Puntaje: 53 [28, 3, 5, 3, 1, 3]
Puntaje: 53 [19, 3, 5, 3, 1, 3]
Puntaje: 53 [1, 3, 5, 3, 1, 3]
Puntaje: 53 [10, 2, 7, 6, 1, 5]
Puntaje: 53 [1, 3, 7, 6, 1, 5]
Puntaje: 26 [10, 2, 7, 3, 1, 5]
Puntaje: 25 [1, 2, 8, 6, 1, 3]
Puntaje: 24 [10, 3, 7, 6, 1, 3]
Puntaje: 22 [1, 3, 5, 3, 1, 6]
Puntaje: 17 [1, 3, 5, 3, 1, 4]
Puntaje: 4 [1, 2, 8, 13, 1, 3]
Generation #4
Puntaje: 73 [1, 3, 5, 7, 1, 3]
Puntaje: 73 [54, 3, 5, 7, 1, 3]
Puntaje: 73 [1, 3, 5, 7, 1, 3]
