Generation #0
Puntaje: 65 [10, 2, 7, 6, 1, 5]
Puntaje: 65 [1, 3, 5, 3, 1, 3]
Puntaje: 62 [10, 2, 8, 6, 1, 6]
Puntaje: 62 [10, 2, 9, 6, 1, 7]
Puntaje: 62 [10, 2, 11, 6, 1, 9]
Puntaje: 48 [90, 1, 17, 14, 5, 0]
Puntaje: 47 [76, 4, 20, 10, 4, 9]
Puntaje: 45 [39, 3, 5, 13, 3, 10]
Puntaje: 43 [10, 2, 14, 6, 6, 2]
Puntaje: 41 [52, 3, 3, 12, 7, 9]
Puntaje: 30 [10, 1, 0, 3, 3, 6]
Puntaje: 28 [9, 1, 15, 10, 8, 7]
Puntaje: 27 [33, 3, 9, 19, 1, 4]
Puntaje: 18 [10, 1, 0, 1, 1, 8]
Puntaje: 18 [66, 4, 20, 7, 9, 10]
Puntaje: 15 [27, 1, 16, 16, 7, 10]
Generation #1
Puntaje: 50 [10, 2, 7, 6, 1, 5]
Puntaje: 50 [1, 3, 5, 3, 1, 3]
Puntaje: 50 [1, 3, 9, 6, 1, 7]
Puntaje: 48 [10, 2, 7, 12, 1, 5]
Puntaje: 47 [10, 2, 9, 6, 1, 7]
Puntaje: 47 [10, 2, 8, 6, 1, 6]
Puntaje: 47 [10, 2, 8, 6, 1, 6]
Puntaje: 47 [10, 2, 9, 6, 1, 7]
Puntaje: 47 [10, 2, 8, 6, 1, 6]
Puntaje: 34 [10, 2, 5, 6, 1, 5]
Puntaje: 34 [1, 2, 5, 6, 1, 7]
Puntaje: 34 [1, 2, 5, 6, 1, 5]
Puntaje: 26 [1, 2, 5, 11, 1, 6]
Puntaje: 25 [10, 2, 9, 6, 1, 5]
Puntaje: 25 [10, 2, 14, 3, 1, 5]
Puntaje: 21 [10, 2, 7, 6, 1, 6]
Generation #2
Puntaje: 59 [10, 2, 7, 6, 1, 5]
Puntaje: 59 [1, 3, 5, 3, 1, 3]
Puntaje: 59 [1, 3, 9, 6, 1, 7]
Puntaje: 59 [1, 2, 7, 6, 1, 5]
Puntaje: 59 [1, 3, 5, 3, 1, 3]
Puntaje: 56 [10, 2, 9, 6, 1, 7]
Puntaje: 49 [10, 2, 7, 12, 1, 5]
Puntaje: 49 [10, 2, 7, 12, 1, 5]
Puntaje: 47 [10, 2, 7, 12, 5, 5]
Puntaje: 45 [10, 2, 7, 12, 7, 7]
Puntaje: 35 [1, 2, 7, 6, 1, 3]
Puntaje: 31 [1, 3, 5, 3, 1, 7]
Puntaje: 25 [10, 2, 15, 12, 1, 5]
Puntaje: 25 [1, 2, 5, 16, 1, 3]
Puntaje: 19 [1, 3, 18, 3, 1, 3]
Puntaje: 3 [1, 3, 7, 18, 1, 3]
Generation #3
Puntaje: 60 [10, 2, 7, 6, 1, 5]
Puntaje: 60 [1, 3, 9, 6, 1, 7]
Puntaje: 60 [1, 2, 7, 6, 1, 5]
Puntaje: 60 [31, 3, 9, 6, 1, 7]
Puntaje: 60 [1, 3, 9, 3, 1, 7]
Puntaje: 57 [1, 3, 5, 3, 1, 3]
Puntaje: 57 [21, 2, 5, 6, 1, 3]
Puntaje: 37 [1, 3, 5, 6, 1, 5]
Puntaje: 35 [9, 2, 1, 6, 1, 5]
Puntaje: 35 [1, 3, 9, 3, 1, 6]
Puntaje: 35 [1, 2, 9, 6, 1, 5]
Puntaje: 32 [12, 2, 7, 6, 1, 3]
Puntaje: 30 [10, 2, 7, 3, 1, 5]
Puntaje: 21 [1, 3, 7, 6, 1, 7]
Puntaje: 18 [1, 2, 7, 6, 1, 9]
Puntaje: 6 [1, 2, 7, 17, 1, 3]
Generation #4
Puntaje: 60 [10, 2, 7, 6, 1, 5]
Puntaje: 60 [1, 3, 9, 6, 1, 7]
Puntaje: 60 [1, 2, 7, 6, 1, 5]
