Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,25
0,1,2,11,6,1,8,24
0,1,2,12,9,6,7,22
0,61,2,10,5,3,8,22
0,11,2,8,5,3,6,13
0,66,4,20,7,9,10,9
0,1,1,0,10,3,1,9
0,76,4,20,10,4,9,9
0,33,3,9,19,1,4,9
0,39,3,5,13,3,10,8
0,61,3,8,2,10,5,7
0,27,1,16,16,7,10,5
0,41,2,9,4,2,8,5
0,90,1,17,14,5,0,4
0,9,1,15,10,8,7,3
0,1,1,0,1,0,7,0
1,61,2,10,5,3,8,27
1,1,1,12,10,6,1,27
1,41,2,10,5,3,8,24
1,1,2,11,6,1,8,18
1,11,2,8,5,3,6,12
1,1,2,8,10,6,7,10
1,1,4,0,10,3,1,10
1,1,2,11,6,1,8,9
1,1,2,11,6,1,8,9
1,1,2,8,10,3,6,7
1,1,1,0,10,3,1,7
1,1,2,11,6,7,8,6
1,52,3,3,12,7,9,6
1,1,4,4,6,1,10,3
1,52,4,3,7,9,10,3
1,66,4,3,7,10,10,0
2,61,2,10,5,3,8,33
2,61,2,10,5,3,8,24
2,11,2,11,5,1,6,21
2,41,2,10,6,3,8,15
2,11,4,8,5,3,6,12
2,1,2,16,10,3,8,12
2,41,2,10,10,3,8,9
2,1,2,11,6,3,8,9
2,61,2,10,5,5,8,9
2,41,2,10,5,3,8,9
2,61,2,0,5,3,1,9
2,85,2,19,5,3,6,6
2,41,2,18,5,3,8,3
2,1,1,12,10,6,1,3
2,11,2,8,10,3,7,3
2,1,2,8,10,6,0,3
3,61,2,10,5,3,8,30
3,61,2,10,5,3,8,30
3,41,2,10,5,3,8,27
3,61,2,10,5,9,8,13
3,11,4,4,10,3,6,11
3,41,2,16,10,3,8,9
3,1,2,16,10,3,8,9
3,1,2,16,10,3,8,7
3,41,2,10,6,3,8,6
3,61,2,10,5,4,8,6
3,41,2,16,3,3,8,6
3,41,2,11,5,1,6,6
3,41,2,10,6,3,8,6
3,61,2,16,5,3,8,6
3,41,2,10,10,3,8,3
3,11,3,16,5,3,6,3
4,37,2,10,5,3,8,25
4,61,2,10,10,3,8,20
4,41,2,16,5,9,8,18
4,61,2,10,5,7,8,18
4,61,2,10,5,3,8,9
4,61,2,10,5,3,8,9
4,61,2,10,10,3,7,9
4,41,2,10,5,3,8,9
4,61,2,10,5,3,8,9
4,11,2,16,10,3,6,9
4,41,2,4,10,3,6,8
4,41,4,4,10,3,6,8
4,11,4,4,18,3,6,7
4,41,2,16,5,3,8,6
4,61,2,10,5,9,8,6
4,1,4,16,13,3,8,5
5,61,2,10,5,3,8,24
5,61,2,10,8,3,7,21
5,61,2,10,10,3,8,18
5,37,2,10,5,3,8,18
5,37,2,10,5,3,8,15
5,61,2,16,10,9,8,12
5,61,4,10,10,3,7,9
5,41,2,10,10,9,7,9
5,61,2,10,5,7,8,9
5,61,2,10,10,3,8,9
5,37,2,10,5,3,8,9
5,61,2,10,16,3,1,9
5,61,2,10,10,3,7,9
5,61,2,10,5,3,7,6
5,61,2,10,5,9,8,3
5,61,2,10,0,3,8,0
6,61,2,10,5,3,8,24
6,61,2,10,5,3,8,24
6,37,2,10,5,3,8,24
6,61,2,10,5,6,7,12
6,37,2,10,5,3,8,12
6,61,2,10,5,3,8,12
6,37,2,8,16,3,8,9
6,101,2,16,5,3,8,9
6,61,2,10,8,3,7,9
6,61,2,10,10,6,8,9
6,61,2,10,5,3,7,9
6,61,2,10,8,3,7,9
6,37,2,4,5,3,8,6
6,61,2,16,10,3,8,6
6,61,2,16,10,3,8,6
6,61,2,10,0,3,8,0
7,37,2,10,5,3,8,30
7,37,2,10,5,3,8,27
7,61,2,10,5,3,8,24
7,61,2,10,5,3,8,12
7,61,2,10,5,3,8,12
7,37,2,8,5,3,8,9
7,61,2,10,5,6,9,9
7,37,2,10,5,6,8,9
7,37,2,10,5,6,8,9
7,37,2,10,16,3,8,9
7,61,2,10,4,3,8,9
7,61,2,10,5,3,7,9
7,37,2,10,16,3,8,9
7,37,2,10,5,3,5,3
7,37,2,10,5,6,7,0
7,97,2,16,5,3,6,0
8,37,2,10,5,3,8,27
8,61,2,10,5,3,8,24
8,61,2,10,5,3,8,24
8,37,2,10,5,3,8,15
8,61,2,10,5,3,9,15
8,37,2,10,5,3,8,12
8,37,2,10,5,3,8,12
8,37,2,10,5,3,8,12
8,61,2,10,10,3,10,9
8,83,2,13,5,3,8,9
8,37,2,1,5,3,8,9
8,61,3,10,5,3,10,6
8,37,2,8,12,3,8,3
8,61,2,10,5,4,8,3
8,37,2,8,5,3,8,0
8,37,2,10,5,6,8,0
9,61,2,10,5,3,8,24
9,90,2,10,5,3,8,24
9,61,2,10,5,3,8,21
9,61,2,10,5,3,8,21
9,37,2,10,5,3,8,15
9,61,2,10,5,3,8,15
9,37,2,10,5,3,8,12
9,37,2,10,5,3,8,12
9,61,2,10,5,3,8,12
9,37,2,10,5,3,8,12
9,61,2,10,5,3,9,6
9,37,3,10,5,7,8,3
9,61,4,10,5,3,8,3
9,61,2,10,5,0,9,0
9,61,4,10,5,3,9,0
9,37,2,10,5,3,9,0
10,61,2,10,5,3,8,24
10,37,2,10,5,3,8,21
10,61,2,10,5,3,8,18
10,61,2,10,5,3,8,18
10,90,2,10,5,3,8,15
10,61,2,10,5,3,8,12
10,37,2,10,5,3,8,9
10,37,2,10,5,3,8,9
10,37,2,10,5,3,8,9
10,37,2,10,5,3,8,9
10,37,2,10,5,3,8,9
10,78,2,10,5,3,8,9
10,37,3,10,19,6,8,9
10,90,4,10,5,3,8,6
