Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,63
0,1,2,11,6,1,8,61
0,61,2,10,5,3,8,61
0,41,2,9,4,2,8,59
0,11,2,8,5,3,6,58
0,1,2,12,9,6,7,58
0,33,3,9,19,1,4,54
0,66,4,20,7,9,10,43
0,61,3,8,2,10,5,40
0,39,3,5,13,3,10,37
0,27,1,16,16,7,10,37
0,1,1,0,10,3,1,35
0,76,4,20,10,4,9,33
0,9,1,15,10,8,7,22
0,90,1,17,14,5,0,21
0,1,1,0,1,0,7,11
1,4,2,10,7,5,6,63
1,1,2,11,6,1,8,57
1,52,3,3,12,7,9,56
1,21,2,8,4,2,6,51
1,27,2,8,4,2,7,51
1,58,2,7,7,4,4,48
1,57,4,7,7,4,8,47
1,30,2,9,4,7,8,46
1,5,2,10,7,4,6,45
1,9,2,11,11,4,6,42
1,56,2,6,8,5,8,40
1,13,2,10,11,1,6,39
1,57,2,19,7,4,8,39
1,17,2,9,12,1,5,33
1,63,2,10,14,3,5,33
1,26,2,9,4,1,4,27
2,4,2,10,7,5,6,72
2,25,2,8,4,2,6,57
2,25,2,8,4,2,6,57
2,24,2,8,4,2,6,57
2,36,3,8,7,4,7,49
2,32,3,8,7,4,7,49
2,1,2,11,6,1,8,47
2,1,2,11,6,1,8,47
2,1,2,11,6,1,8,47
2,53,2,4,10,6,7,35
2,53,2,4,10,6,7,35
2,22,2,5,7,4,6,33
2,53,2,4,10,6,1,33
2,76,2,5,9,5,6,30
2,23,2,15,7,4,6,30
2,23,2,8,2,2,6,26
3,16,2,8,5,3,6,78
3,4,2,10,7,5,6,75
3,24,2,8,4,2,9,67
3,24,2,8,4,2,2,51
3,25,2,8,4,2,6,45
3,25,2,8,4,2,6,45
3,25,2,8,4,2,6,45
3,13,2,9,5,3,6,45
3,19,2,8,7,4,6,42
3,33,3,8,7,4,7,40
3,34,3,8,7,4,7,40
3,24,2,8,6,3,7,39
3,11,2,9,7,4,6,36
3,7,2,10,5,1,7,36
3,15,2,9,2,1,6,24
3,13,2,6,6,2,7,9
4,16,2,8,5,3,6,60
4,19,2,8,4,2,9,58
4,25,2,8,4,2,9,58
4,25,2,2,4,2,6,49
4,7,2,9,6,4,6,48
4,4,2,10,7,5,6,48
4,18,2,8,4,2,8,46
4,54,2,8,4,2,8,46
4,24,2,8,4,2,2,42
4,24,2,8,4,2,2,42
4,19,2,8,19,2,6,42
4,20,2,7,4,2,6,39
4,90,2,8,4,2,6,36
4,25,2,8,4,2,6,36
4,12,2,8,5,10,6,33
4,24,2,8,4,9,7,33
5,16,2,8,5,3,6,72
5,5,2,9,6,4,6,63
5,14,2,8,5,3,7,52
5,19,2,8,4,2,9,46
5,20,2,8,4,2,7,45
5,19,2,8,4,2,7,45
5,20,2,6,4,2,8,43
5,20,2,6,4,2,8,43
5,20,2,5,4,2,10,42
5,11,2,8,5,5,7,42
5,19,2,8,4,2,8,40
5,16,2,8,4,2,6,39
5,16,2,8,4,2,6,39
5,9,2,9,5,3,6,39
5,4,4,9,6,4,6,33
5,21,2,5,4,2,7,32
6,16,2,8,5,3,6,66
6,14,2,8,5,3,6,66
6,15,2,8,5,3,6,66
6,11,2,8,5,3,6,66
6,34,2,8,5,3,6,66
6,5,2,9,6,4,6,60
6,20,2,6,4,2,8,51
6,20,2,6,4,2,8,51
6,16,2,3,4,2,1,39
6,18,2,8,4,2,8,30
6,12,2,8,4,2,6,30
6,12,2,8,4,2,6,30
6,17,2,9,4,2,7,30
6,16,2,8,4,2,8,30
6,20,2,8,4,2,7,27
6,20,4,8,4,2,5,12
7,16,2,8,5,3,6,51
7,14,2,8,5,3,6,51
7,15,2,8,5,3,6,51
7,11,2,8,5,3,6,51
7,15,2,8,5,3,6,51
7,15,2,8,5,3,6,51
7,19,2,8,5,3,6,51
7,7,2,8,5,3,6,51
7,8,2,8,5,3,6,51
7,24,2,8,4,3,6,45
7,16,2,6,4,2,7,44
7,25,2,6,4,2,7,44
7,26,4,6,4,2,7,39
7,10,2,4,10,3,5,34
7,15,2,8,2,3,6,25
7,15,2,7,4,2,6,24
8,16,2,8,5,3,6,51
8,14,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,12,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,16,2,8,5,3,6,51
8,17,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,16,2,8,5,3,6,51
8,15,2,8,5,3,6,51
8,13,1,8,5,3,6,48
8,13,2,7,5,3,6,6
8,12,3,8,5,3,6,3
9,16,2,8,5,3,6,45
9,14,2,8,5,3,6,45
9,15,2,8,5,3,6,45
9,15,2,8,5,3,6,45
9,14,2,8,5,3,6,45
9,14,2,8,5,3,6,45
9,13,2,8,5,3,6,45
9,13,2,8,5,3,6,45
9,15,2,8,5,3,9,45
9,15,2,8,5,3,6,45
9,14,2,8,8,3,6,45
9,13,2,8,5,3,6,45
9,15,2,8,5,3,6,45
9,15,2,8,5,3,6,45
9,14,2,8,5,3,6,45
9,14,2,8,5,3,6,45
10,16,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,15,2,8,5,3,6,48
10,13,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,15,2,8,5,3,6,48
10,15,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,14,2,8,5,3,6,48
10,13,2,8,5,3,6,48
10,13,2,8,4,3,6,48
10,13,2,8,5,3,1,42
10,15,2,8,5,3,4,6
11,16,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,13,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,14,2,8,5,3,6,51
11,15,2,8,5,3,6,51
11,15,2,8,5,3,6,51
11,14,2,8,5,3,1,45
11,14,3,8,5,3,6,6
11,13,3,8,5,3,6,6
12,16,2,8,5,3,6,51
12,14,2,8,5,3,6,51
12,16,2,8,5,3,6,51
12,101,2,8,5,3,6,51
12,14,2,8,5,3,6,51
12,14,2,8,5,3,6,51
12,13,2,8,5,3,6,51
12,13,2,8,5,3,6,51
12,14,2,8,5,3,6,51
12,13,2,8,5,3,6,51
12,13,2,8,5,3,6,51
12,14,2,8,17,3,6,45
12,14,2,8,5,10,6,39
12,14,2,14,16,3,6,36
12,14,2,8,5,3,7,24
12,14,2,8,5,1,6,15
13,16,2,8,5,3,6,57
13,14,2,8,5,3,6,57
13,16,2,8,5,3,6,57
13,13,2,8,5,3,6,57
13,13,2,8,5,3,6,57
13,74,2,8,5,3,6,57
13,13,2,8,5,3,6,57
13,74,2,8,5,3,6,57
13,62,2,8,5,3,6,57
13,14,2,8,5,3,6,57
13,14,2,8,5,3,6,57
13,13,2,8,5,3,6,57
13,16,2,20,5,3,6,15
13,26,2,20,5,3,6,15
13,14,2,8,5,3,0,3
13,14,2,8,5,3,0,3
14,13,2,8,8,3,6,51
14,14,2,8,5,3,6,48
14,16,2,8,5,3,6,48
14,16,2,8,5,3,6,48
14,15,2,8,5,3,6,48
14,15,2,8,5,3,6,48
14,13,2,8,5,3,6,48
14,16,2,8,5,3,6,48
14,13,2,8,5,3,6,48
14,43,2,8,5,3,6,48
14,41,2,8,5,3,6,48
14,15,2,8,16,3,6,45
14,99,2,8,13,3,6,45
14,50,2,1,5,3,6,45
14,38,2,8,5,3,2,33
14,13,2,8,5,3,5,21
15,14,2,8,5,3,6,60
15,14,2,8,5,3,6,60
15,15,2,8,5,3,6,60
15,14,2,8,5,3,6,60
15,15,2,8,5,3,6,60
15,15,2,8,5,3,6,60
15,15,2,8,5,3,6,60
15,15,2,8,5,3,6,60
15,13,2,8,5,3,6,60
15,13,2,8,5,3,6,60
15,13,2,8,8,3,6,42
15,15,2,8,5,3,4,18
15,14,2,8,6,3,6,15
15,14,2,8,6,3,6,15
15,14,2,8,6,3,6,15
15,26,2,8,6,3,6,15
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,14,2,8,5,3,6,54
16,15,2,8,5,3,6,54
16,15,2,8,5,3,6,54
16,15,2,8,5,3,6,54
16,15,2,8,5,3,6,54
16,15,2,8,5,3,6,54
16,14,2,8,15,3,6,39
16,15,2,8,5,3,8,15
16,14,2,14,5,3,6,12
16,14,4,8,5,3,6,6
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,14,2,8,5,3,6,54
17,9,2,2,5,3,7,43
17,14,2,8,5,3,7,13
17,14,2,9,5,3,6,12
17,14,2,8,5,8,6,3
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,69,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,5,3,6,48
18,14,2,8,16,3,6,45
18,14,2,8,11,3,6,43
18,14,2,8,2,3,6,7
19,14,2,8,10,3,6,48
19,14,2,2,5,3,6,48
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,31,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,6,45
19,14,2,8,5,3,10,39
20,14,2,8,8,3,6,60
20,14,2,5,5,3,6,48
20,14,2,8,5,3,6,48
20,14,2,8,5,3,6,48
20,14,2,8,5,3,6,48
20,14,2,8,5,3,6,48
20,93,2,8,5,3,6,48
20,14,2,8,5,3,6,48
20,14,2,8,5,3,6,48
20,14,3,8,8,3,8,48
20,14,2,2,5,3,6,46
20,33,2,6,8,3,6,45
20,14,2,8,10,3,6,45
20,14,2,3,14,3,6,43
20,14,2,4,6,3,6,25
20,14,2,19,5,3,6,21
21,72,2,7,5,1,6,54
21,41,2,8,5,3,6,51
21,14,2,8,8,3,6,51
21,14,2,8,5,3,6,51
21,14,2,8,5,3,6,51
21,14,2,8,5,3,6,51
21,14,2,8,5,3,6,51
21,14,2,7,5,3,8,45
21,67,2,7,5,3,6,42
21,14,2,8,5,10,6,42
21,40,2,3,5,3,6,41
21,14,2,8,6,3,2,38
21,14,2,9,5,3,6,36
21,14,2,1,5,3,6,35
21,60,2,4,5,3,6,35
21,14,2,5,5,3,6,34
22,41,2,8,5,3,6,66
22,14,2,8,5,3,6,66
22,14,2,8,5,3,6,66
22,14,2,8,5,3,6,66
22,14,2,8,5,3,6,66
22,14,2,8,5,3,6,66
22,72,2,7,5,1,6,48
22,47,2,7,5,1,6,48
22,22,2,8,7,3,6,45
22,31,2,7,5,2,6,27
22,31,2,8,6,3,6,27
22,39,2,7,5,2,6,27
22,31,2,7,3,1,6,27
22,26,2,8,6,3,6,27
22,26,2,8,6,3,6,27
22,14,2,11,5,3,6,21
23,41,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,23,2,8,5,3,6,49
23,32,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,31,2,8,5,3,6,49
23,21,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,14,2,8,5,3,6,49
23,72,2,7,5,0,6,17
23,72,2,7,5,3,6,3
24,41,2,8,5,3,6,48
24,14,2,8,5,3,6,48
24,38,2,8,5,3,6,48
24,38,2,8,5,3,6,48
24,29,2,8,5,3,6,48
24,36,2,8,5,3,6,48
24,17,2,8,5,3,6,48
24,26,2,8,5,3,6,48
24,26,2,8,5,3,6,48
24,14,2,8,5,3,6,48
24,93,2,8,5,3,6,48
24,14,2,8,5,3,6,48
24,14,2,8,5,3,6,48
24,19,2,8,5,3,6,48
24,19,1,8,5,3,6,45
24,18,2,13,5,3,6,3
25,41,2,8,5,3,6,57
25,14,2,8,5,3,6,57
25,38,2,8,5,3,6,57
25,16,2,8,5,3,6,57
25,14,2,8,5,3,6,57
25,34,2,8,5,3,6,57
25,33,2,8,5,3,6,57
25,32,2,8,5,3,6,57
25,39,2,8,5,3,6,57
25,15,2,8,5,3,6,57
25,16,2,8,5,3,6,57
25,38,1,8,5,3,6,51
25,38,2,12,5,3,6,15
25,39,2,8,1,3,6,9
25,38,4,8,5,3,6,9
25,31,2,8,2,3,6,9
26,41,2,8,5,3,6,51
26,14,2,8,5,3,6,51
26,38,2,8,5,3,6,51
26,36,2,8,5,3,6,51
26,35,2,8,5,3,6,51
26,15,2,8,5,3,6,51
26,14,2,8,5,3,6,51
26,37,2,8,5,3,6,51
26,35,2,8,5,3,6,51
26,19,2,8,5,3,6,51
26,21,2,8,5,3,6,51
26,96,2,16,5,5,6,48
26,14,2,8,5,3,10,45
26,15,2,0,5,3,6,36
26,22,4,8,5,3,6,15
26,77,3,8,5,3,6,15
27,41,2,8,5,3,6,54
27,14,2,8,5,3,6,54
27,37,2,8,5,3,6,54
27,14,2,8,5,3,6,54
27,21,2,8,5,3,6,54
27,36,2,8,5,3,6,54
27,37,2,8,5,3,6,54
27,38,2,8,5,3,6,54
27,37,2,8,5,3,6,54
27,27,2,8,5,3,6,54
27,25,2,8,5,3,6,54
27,14,2,8,20,3,6,48
27,22,2,8,5,3,10,45
27,14,2,8,5,3,7,15
27,14,4,8,5,3,6,12
27,37,2,8,5,3,3,6
28,41,2,8,5,3,6,51
28,14,2,8,5,3,6,51
