Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,63
0,1,2,11,6,1,8,61
0,61,2,10,5,3,8,61
0,41,2,9,4,2,8,59
0,11,2,8,5,3,6,58
0,1,2,12,9,6,7,58
0,33,3,9,19,1,4,54
0,66,4,20,7,9,10,43
0,61,3,8,2,10,5,40
0,39,3,5,13,3,10,37
0,27,1,16,16,7,10,37
0,1,1,0,10,3,1,35
0,76,4,20,10,4,9,33
0,9,1,15,10,8,7,22
0,90,1,17,14,5,0,21
0,1,1,0,1,0,7,11
1,11,2,8,9,3,6,61
1,1,2,11,6,1,8,58
1,1,2,11,6,1,8,58
1,1,2,11,6,1,7,58
1,61,2,10,5,3,8,54
1,11,2,8,4,3,6,48
1,1,2,9,4,1,8,46
1,33,3,2,19,1,7,42
1,52,3,3,12,10,8,40
1,1,2,9,19,4,7,38
1,52,3,3,12,7,9,36
1,41,2,12,4,2,8,36
1,52,3,3,12,7,9,36
1,61,3,3,12,7,8,36
1,33,3,12,19,1,4,36
1,1,2,12,5,10,7,20
2,11,2,8,9,3,6,60
2,1,2,11,6,1,8,60
2,11,2,8,9,3,6,60
2,61,2,11,6,3,9,60
2,1,2,11,6,1,7,60
2,1,2,11,6,1,7,60
2,14,2,10,5,1,8,60
2,1,2,11,9,3,8,54
2,1,2,9,4,1,8,39
2,11,3,11,4,3,6,39
2,9,2,1,4,3,6,39
2,1,2,9,4,1,8,39
2,11,2,8,9,3,8,36
2,1,2,9,6,9,8,36
2,61,2,11,6,1,0,9
2,1,2,8,9,1,0,9
3,1,2,11,6,1,8,69
3,14,2,10,5,1,8,69
3,14,2,11,6,1,8,69
3,14,2,10,6,1,8,69
3,11,2,8,6,3,6,54
3,25,2,11,9,3,9,54
3,11,2,8,9,1,8,50
3,11,2,8,9,3,6,48
3,61,2,17,9,3,9,48
3,1,2,11,3,1,8,36
3,1,2,7,6,1,9,29
3,1,2,11,9,1,7,27
3,61,2,12,2,3,6,27
3,1,2,11,9,1,8,27
3,11,2,11,9,3,6,24
3,1,3,11,9,1,6,18
4,11,2,8,6,3,9,68
4,14,2,10,6,5,8,64
4,25,2,11,9,3,9,54
4,25,2,11,9,3,9,54
4,11,2,8,6,3,6,51
4,14,2,8,6,3,6,51
4,14,2,10,5,1,8,48
4,1,2,11,6,7,8,47
4,1,2,11,6,1,8,45
4,14,2,11,6,1,8,45
4,14,2,11,6,1,2,45
4,14,2,8,5,1,8,43
4,55,2,12,12,3,9,36
4,14,2,4,6,1,8,27
4,34,2,10,9,1,8,21
4,11,4,11,13,1,8,16
5,55,2,10,5,3,8,69
5,11,2,8,6,3,9,64
5,11,2,8,6,3,9,64
5,11,2,8,6,3,9,64
5,25,2,11,6,3,9,48
5,25,2,11,9,3,9,45
5,14,2,10,6,5,8,45
5,14,2,10,6,5,8,45
5,14,2,10,6,1,8,36
5,14,2,7,6,5,8,36
5,14,2,8,6,5,6,36
5,25,2,10,5,1,8,36
5,25,2,11,16,3,9,34
5,14,2,8,6,3,6,33
5,11,2,8,6,3,6,33
5,25,2,8,9,3,9,19
6,55,2,10,5,3,8,63
6,55,2,10,5,3,8,63
6,11,2,8,6,3,9,51
6,11,2,8,6,3,9,51
6,11,2,8,6,3,9,51
6,11,2,8,6,3,9,51
6,11,2,8,6,3,9,51
6,25,2,8,6,3,9,51
6,25,2,11,6,5,8,46
6,25,2,11,6,3,9,45
6,11,2,10,17,3,9,40
6,14,2,10,6,5,8,37
6,49,2,10,6,5,8,37
6,11,2,13,6,3,9,30
6,55,2,0,5,3,8,16
6,25,4,11,9,3,9,15
7,11,2,8,5,3,9,60
7,55,2,10,5,3,8,54
7,55,2,10,5,3,8,54
7,55,2,10,5,3,8,54
7,55,2,10,5,3,8,54
7,55,2,10,5,3,8,54
7,11,2,8,6,6,9,48
7,55,2,8,5,3,8,45
7,11,2,8,6,5,9,42
7,11,2,8,6,3,9,39
7,11,2,8,6,3,9,39
7,11,2,8,6,3,9,39
7,11,2,8,6,3,9,39
7,11,2,8,6,3,9,39
7,55,2,17,5,5,8,30
7,11,2,10,6,3,9,30
8,55,2,10,5,3,8,60
8,55,2,10,5,3,8,60
8,55,2,10,5,3,8,60
8,55,2,10,5,3,8,60
8,55,2,10,5,3,8,60
8,2,2,10,5,3,8,60
8,55,2,10,5,3,8,60
8,55,1,10,5,3,9,51
8,11,2,8,5,3,9,51
8,55,2,10,8,3,8,45
8,11,2,8,6,6,9,45
8,55,3,10,5,3,10,33
8,11,2,12,6,6,9,33
8,11,2,8,5,3,4,30
8,55,2,8,5,3,0,6
8,99,2,10,13,3,0,6
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,2,2,10,5,3,8,54
9,55,2,10,5,3,8,54
9,55,2,10,5,7,8,42
9,55,2,10,3,3,8,15
9,2,4,10,5,3,8,9
9,55,3,10,5,7,8,6
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,5,3,8,57
10,55,2,10,11,8,8,52
10,55,1,10,5,3,8,51
10,55,4,4,5,3,8,43
10,55,2,18,5,3,8,21
10,55,4,10,5,3,8,18
10,55,2,10,5,3,5,18
10,55,2,10,15,3,0,3
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,5,3,8,60
11,55,2,10,10,3,8,48
11,55,2,10,18,3,8,42
11,55,2,10,5,3,10,27
11,55,2,10,5,3,7,24
11,55,2,10,5,5,8,21
11,55,2,10,5,3,6,18
11,55,2,12,0,3,8,0
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,17,9,3,1,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,2,10,5,3,8,54
12,55,1,10,5,3,8,45
12,55,2,10,13,3,8,42
12,99,3,10,5,3,8,18
12,55,2,16,5,3,8,15
12,67,2,10,3,3,9,6
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,10,5,3,8,60
13,55,2,17,9,3,1,54
13,55,2,4,9,3,1,45
13,55,2,20,5,3,8,24
13,55,2,14,5,3,8,24
13,55,2,15,5,3,8,18
13,55,2,10,5,0,8,12
13,55,2,10,3,1,8,3
14,55,2,10,5,3,8,75
14,55,2,10,5,3,8,75
14,55,2,10,5,3,8,75
14,55,2,10,5,3,8,75
14,55,2,10,5,3,8,75
14,55,2,10,5,3,8,75
14,55,2,10,5,5,8,43
14,55,3,10,5,3,8,37
14,55,4,10,5,3,8,37
14,55,2,10,5,9,8,34
14,55,2,10,5,9,8,34
14,55,2,18,5,3,8,33
14,88,2,19,5,3,8,18
14,55,2,16,2,3,1,13
14,55,2,12,5,0,8,12
14,55,2,10,5,3,0,3
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,10,5,3,8,60
15,55,2,9,5,3,8,18
15,55,2,10,5,5,7,18
15,55,2,10,5,5,8,18
15,55,2,10,5,8,8,6
15,55,2,10,5,3,3,0
16,55,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,35,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,16,2,10,5,3,8,57
16,55,2,10,5,3,8,57
16,55,2,10,5,7,8,48
16,55,1,10,5,3,8,48
16,55,2,10,4,3,8,21
16,55,4,10,5,3,8,18
16,55,2,20,5,3,8,9
16,55,2,10,5,3,3,6
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,35,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,55,2,10,5,3,8,54
17,35,1,10,5,3,8,48
17,39,2,10,20,3,8,45
17,55,2,2,5,3,8,39
17,55,2,10,5,3,7,18
17,55,2,10,7,3,8,18
17,35,2,10,5,3,6,12
18,55,2,10,5,3,8,63
18,55,2,10,5,3,8,63
18,55,2,10,5,3,8,63
18,55,2,10,5,3,8,63
18,55,2,10,5,3,8,63
18,55,2,10,5,3,8,63
18,35,2,10,5,3,8,63
18,35,2,10,17,3,8,51
18,55,1,10,5,3,8,51
18,55,2,10,12,3,8,45
18,55,2,10,5,3,7,30
18,35,4,10,5,3,8,30
18,55,2,10,5,6,8,27
18,55,4,10,5,3,6,24
18,55,2,10,5,10,8,18
18,55,2,10,0,0,6,3
19,55,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,89,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,35,2,10,5,3,8,54
19,55,2,10,5,3,8,54
19,35,2,10,5,3,8,54
19,35,2,10,5,3,8,54
19,55,2,10,5,3,2,42
19,55,2,10,5,1,8,12
19,55,2,10,5,6,8,9
19,55,2,10,5,3,7,9
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,74,2,10,5,3,8,57
20,48,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,55,2,10,5,3,8,57
20,89,2,10,5,3,8,57
20,55,2,10,19,3,8,42
20,55,2,10,1,3,8,18
20,55,4,10,5,3,8,12
20,55,2,18,5,8,8,12
20,55,2,10,5,3,3,9
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,5,3,8,51
21,55,2,10,11,3,8,51
21,55,2,10,12,3,8,39
21,55,2,10,17,3,8,39
21,55,3,10,20,3,8,37
21,55,2,10,1,3,8,27
21,55,2,10,5,9,8,16
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,19,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,3,8,54
22,55,2,10,5,7,8,45
22,55,2,10,5,3,9,15
22,55,3,10,5,3,8,12
22,16,2,10,5,3,3,0
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,68,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,32,2,10,5,3,8,51
23,55,2,10,5,3,8,51
23,19,1,10,5,3,8,42
23,55,2,19,5,3,8,12
23,55,2,15,5,3,8,3
24,55,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,68,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,29,2,10,5,3,8,57
24,55,2,10,5,3,8,57
24,88,2,10,5,3,8,57
24,55,1,10,5,3,8,54
24,55,2,2,5,3,8,36
24,55,2,10,5,3,9,18
24,55,2,13,5,0,8,16
24,55,2,10,5,2,8,15
24,55,2,10,3,3,8,10
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,68,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,3,8,60
25,55,2,10,5,5,8,21
25,55,4,10,5,3,8,15
25,55,2,10,5,10,8,12
25,55,2,13,1,3,8,6
25,55,2,19,5,3,8,6
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,10,3,8,51
26,68,2,10,5,3,8,51
26,68,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,2,10,5,3,8,51
26,55,1,10,5,3,8,45
26,55,2,10,14,3,8,42
26,55,2,10,6,3,8,18
26,55,2,10,5,3,0,3
27,55,2,10,5,3,8,60
27,55,2,10,5,3,8,60
27,66,2,10,5,3,8,60
27,50,2,10,5,3,8,60
27,55,2,10,5,3,8,60
27,55,2,10,5,3,8,60
27,55,2,10,5,3,8,60
27,55,2,10,5,3,8,60
27,8,2,10,11,3,8,46
27,55,2,10,10,3,8,43
27,55,2,10,10,3,8,43
27,85,2,15,10,3,8,27
27,55,2,10,5,5,8,25
27,55,2,20,5,3,8,21
27,68,2,16,5,3,8,18
27,55,2,10,5,0,8,13
28,55,2,10,5,3,8,57
28,55,2,10,5,3,8,57
