Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,63
0,1,2,11,6,1,8,61
0,61,2,10,5,3,8,61
0,41,2,9,4,2,8,59
0,11,2,8,5,3,6,58
0,1,2,12,9,6,7,58
0,33,3,9,19,1,4,54
0,66,4,20,7,9,10,43
0,61,3,8,2,10,5,40
0,39,3,5,13,3,10,37
0,27,1,16,16,7,10,37
0,1,1,0,10,3,1,35
0,76,4,20,10,4,9,33
0,9,1,15,10,8,7,22
0,90,1,17,14,5,0,21
0,1,1,0,1,0,7,11
1,48,2,4,9,5,8,67
1,52,3,3,12,7,9,65
1,61,2,10,5,3,8,54
1,41,2,9,4,2,8,54
1,55,2,9,4,2,8,54
1,54,2,9,4,2,8,54
1,26,2,9,4,1,8,51
1,58,2,7,7,4,8,42
1,21,2,7,8,3,8,40
1,1,2,11,6,1,8,39
1,77,2,6,7,4,8,37
1,35,2,10,5,2,8,36
1,56,3,6,8,5,8,34
1,43,2,10,5,4,7,32
1,14,2,2,5,1,8,28
1,27,2,6,9,4,8,25
2,52,3,3,12,7,9,65
2,46,2,5,8,4,10,56
2,50,2,3,10,6,4,53
2,49,2,3,10,5,8,50
2,48,2,4,9,5,8,50
2,54,2,7,6,3,8,41
2,55,2,7,6,3,8,41
2,42,2,7,5,2,8,41
2,43,2,7,5,2,8,41
2,41,2,9,4,2,8,35
2,58,2,8,6,4,8,35
2,61,2,10,5,3,8,35
2,53,2,9,4,2,8,35
2,52,2,9,4,2,8,35
2,47,2,5,8,1,8,31
2,54,2,5,9,5,8,17
3,52,3,3,12,7,9,45
3,46,2,5,8,4,10,45
3,50,2,3,10,6,4,45
3,49,2,3,10,5,8,45
3,45,2,3,10,5,9,45
3,49,2,3,11,5,9,45
3,51,2,3,11,6,6,45
3,51,2,3,11,6,10,45
3,50,2,3,11,6,8,45
3,50,2,3,10,5,5,45
3,48,2,3,9,5,5,45
3,48,2,3,9,5,6,45
3,46,2,4,8,4,9,45
3,47,2,4,8,4,9,45
3,49,2,3,10,5,5,45
3,49,2,3,10,5,5,45
4,47,2,17,9,3,8,75
4,48,2,3,9,5,1,62
4,50,2,3,10,6,4,46
4,48,2,4,9,5,9,44
4,46,2,5,8,4,10,44
4,49,2,3,7,5,6,44
4,51,2,3,11,6,7,43
4,52,3,3,12,7,9,43
4,49,2,3,10,5,5,43
4,50,2,3,10,6,9,41
4,49,2,3,10,5,8,40
4,47,2,3,9,4,8,40
4,45,2,3,10,7,6,40
4,51,2,3,11,6,8,40
4,51,2,3,11,6,8,40
4,47,2,4,8,4,8,17
5,47,2,17,9,3,8,72
5,11,2,10,9,4,9,63
5,50,2,3,10,6,4,57
5,47,2,13,9,3,8,54
5,90,2,3,9,5,6,51
5,48,2,3,9,5,6,51
5,48,2,3,9,9,4,45
5,54,2,3,9,5,1,44
5,48,2,3,9,5,1,44
5,47,2,2,9,3,8,42
5,48,2,3,9,5,7,42
5,48,2,4,9,5,9,39
5,48,2,3,9,5,9,35
5,48,2,11,9,4,6,30
5,47,2,8,9,4,3,28
5,47,2,7,9,4,10,18
6,11,2,10,9,4,9,57
6,47,2,13,9,3,8,57
6,26,2,13,9,3,8,57
6,29,2,13,9,3,8,57
6,47,2,14,9,3,8,57
6,48,2,8,9,4,5,51
6,47,2,17,9,3,8,48
6,47,2,15,9,3,8,48
6,50,2,3,10,6,4,46
6,19,2,6,9,4,5,45
6,29,2,6,9,4,6,42
6,23,2,11,9,3,8,36
6,27,2,11,9,3,8,36
6,48,3,11,9,10,6,30
6,49,2,6,9,5,5,28
6,25,2,7,9,4,7,24
7,47,2,13,9,3,8,57
7,26,2,13,9,3,8,57
7,29,2,13,9,3,8,57
7,21,2,12,9,3,8,57
7,39,2,13,9,3,8,57
7,37,2,13,9,3,8,57
7,40,2,13,9,3,8,57
7,26,2,13,9,3,8,57
7,26,2,13,9,5,8,57
7,35,2,12,13,3,8,51
7,11,2,10,9,4,9,51
7,10,2,13,5,3,8,33
7,29,2,11,9,3,8,18
7,19,2,11,9,3,8,18
7,18,2,11,9,3,8,18
7,17,2,11,9,3,8,18
8,27,2,2,9,3,8,63
8,26,2,13,9,3,8,45
8,29,2,13,9,3,8,45
8,36,2,13,9,3,8,45
8,40,2,13,9,3,8,45
8,37,2,13,9,3,8,45
8,39,2,13,9,3,8,45
8,27,2,13,9,3,8,45
8,47,2,13,9,3,8,45
8,24,4,10,9,5,8,45
8,21,2,12,9,3,8,42
8,32,2,12,9,3,8,42
8,30,2,12,9,3,8,42
8,22,2,12,9,3,8,42
8,25,2,12,9,3,8,42
8,25,2,12,9,3,8,42
9,27,2,2,9,3,8,51
9,26,2,7,9,3,8,51
9,26,2,8,9,3,8,51
9,36,2,13,9,3,8,48
9,26,2,13,9,3,8,48
9,29,2,13,9,3,8,48
9,27,2,13,9,3,8,48
9,44,2,13,9,3,8,48
9,32,2,13,9,3,8,48
9,32,2,13,9,3,8,48
9,33,2,13,9,3,8,48
9,30,2,13,9,3,8,48
9,27,2,6,9,3,8,46
9,33,2,10,9,3,8,31
9,30,2,5,9,3,8,15
9,28,2,4,9,3,8,15
10,32,2,10,9,3,8,67
10,32,2,10,9,3,8,67
10,31,2,10,9,3,8,67
10,30,2,10,9,3,8,67
10,36,2,13,9,3,8,57
10,27,2,2,9,3,8,54
10,26,2,3,9,3,8,54
10,32,2,8,9,3,8,45
10,26,2,7,9,3,8,45
10,26,2,7,9,3,8,45
10,26,2,7,9,3,8,45
10,26,2,8,9,3,8,45
10,26,2,6,9,3,8,23
10,29,3,5,9,3,8,12
10,6,2,5,9,3,8,10
10,26,2,4,9,3,8,10
11,32,2,10,9,3,8,45
11,32,2,10,9,3,8,45
11,31,2,10,9,3,8,45
11,30,2,10,9,3,8,45
11,32,2,10,9,3,8,45
11,32,2,10,9,3,8,45
11,31,2,10,9,3,8,45
11,31,2,10,9,3,8,45
11,31,2,10,9,3,8,45
11,31,2,10,9,3,8,45
11,31,2,10,7,3,8,45
11,31,2,10,9,3,8,45
11,30,2,10,9,3,8,45
11,30,2,10,9,3,8,45
11,30,2,10,9,3,8,45
11,30,2,10,9,3,8,45
12,32,2,10,9,3,8,46
12,32,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,30,2,10,9,3,8,46
12,32,2,10,9,3,8,46
12,32,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,31,2,10,9,3,8,46
12,30,2,10,9,3,8,46
12,30,2,10,9,3,8,46
12,30,2,10,9,3,8,46
12,31,2,2,9,3,8,45
12,30,2,0,9,3,8,17
13,32,2,10,9,3,8,51
13,32,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,30,2,10,9,3,8,51
13,32,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,30,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,31,2,10,9,3,8,51
13,101,2,10,9,3,8,51
13,30,2,10,9,3,8,51
13,32,2,10,5,3,8,45
13,30,2,10,13,3,8,7
13,31,2,5,9,7,8,4
14,30,2,10,9,4,5,90
14,32,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,30,2,10,9,3,8,45
14,32,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,30,2,10,9,3,8,45
14,30,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,31,2,10,9,3,8,45
14,31,1,10,9,3,8,45
14,30,2,10,9,3,8,45
14,32,2,10,9,3,8,45
14,32,2,10,0,3,8,0
15,30,2,10,9,4,5,72
15,30,2,10,9,3,6,72
15,30,2,10,9,3,6,72
15,30,2,10,9,3,6,72
15,30,2,10,9,3,7,60
15,31,2,10,9,3,1,48
15,32,2,10,9,3,8,36
15,31,2,10,9,3,8,36
15,30,2,10,9,3,8,36
15,31,2,10,9,3,8,36
15,30,2,10,9,3,8,36
15,30,2,10,9,3,8,36
15,30,2,10,9,3,8,36
15,30,2,10,9,3,8,36
15,31,2,10,9,6,6,24
15,31,1,10,9,3,10,12
16,30,2,10,9,4,5,51
16,30,2,10,9,3,6,51
16,30,2,10,9,3,6,51
16,30,2,10,9,3,6,51
16,30,2,20,9,3,5,51
16,30,2,10,9,3,5,51
16,30,2,10,9,3,5,51
16,30,2,10,9,3,5,51
16,13,2,10,9,3,5,51
16,30,2,10,9,3,5,51
16,30,2,10,9,3,6,51
16,30,2,10,9,3,6,51
16,30,2,10,9,3,6,51
16,26,2,20,9,3,6,51
16,30,2,10,9,3,0,3
16,30,2,10,9,3,0,3
17,30,2,10,9,4,5,45
17,30,2,10,9,3,6,45
17,30,2,10,9,3,6,45
17,30,2,10,9,3,6,45
17,30,2,10,9,3,5,45
17,30,2,10,9,3,5,45
17,30,2,10,9,3,5,45
17,30,2,10,9,3,5,45
17,30,2,16,9,3,5,45
17,30,2,10,9,3,5,45
17,30,2,10,9,3,6,45
17,30,2,10,13,3,6,45
17,30,2,10,9,3,5,45
17,30,2,10,9,3,6,45
17,30,2,10,8,3,6,45
17,30,2,10,9,3,6,45
18,30,2,1,9,3,5,87
18,30,2,10,9,3,2,45
18,30,2,10,9,3,6,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,5,42
18,30,2,10,9,3,5,42
18,30,2,10,9,3,6,42
18,30,2,10,9,4,5,42
18,30,2,10,9,3,5,42
18,30,2,10,9,3,5,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,6,42
18,30,2,10,9,3,4,42
19,30,2,4,9,3,3,69
19,30,2,5,9,3,5,69
19,30,2,5,9,3,5,69
19,30,2,1,9,3,5,63
19,30,2,10,9,3,2,45
19,30,2,10,9,3,3,45
19,30,2,10,9,3,3,45
19,25,2,10,9,3,3,45
19,30,2,3,9,3,5,42
19,30,2,4,9,3,5,42
19,30,2,6,9,3,3,29
19,30,2,10,9,3,6,29
19,30,2,10,9,3,6,29
19,30,2,10,9,3,4,29
19,30,2,10,9,3,6,29
19,30,2,10,9,3,6,29
20,30,2,2,9,8,3,63
20,30,2,4,9,3,3,55
20,30,2,4,9,3,3,55
20,30,2,4,9,3,3,55
20,30,4,4,9,3,4,49
20,30,2,5,9,3,5,49
20,30,2,5,9,3,5,49
20,30,2,5,9,3,5,49
20,30,2,5,9,3,5,49
20,30,2,1,9,3,5,48
20,30,2,1,9,3,4,48
20,30,2,15,9,3,4,43
20,30,2,2,9,3,9,39
20,30,2,2,9,0,5,20
20,30,2,3,9,3,5,19
20,30,2,4,11,3,5,19
21,30,2,2,9,6,3,75
21,30,2,2,9,8,3,48
21,30,2,2,14,10,3,48
21,30,2,3,9,5,3,46
21,30,2,3,9,5,3,46
21,30,2,2,9,5,5,45
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,3,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,3,3,43
21,30,2,4,9,9,3,14
22,30,2,2,11,7,1,55
22,30,2,3,9,5,3,48
22,30,3,2,10,8,3,48
22,30,2,2,9,7,3,46
22,30,2,2,9,6,3,46
22,30,2,2,12,8,3,46
22,30,2,2,9,5,3,46
22,30,2,2,9,5,3,46
22,30,2,2,14,10,3,46
22,30,2,2,12,9,3,46
22,30,2,2,9,5,3,46
22,30,2,2,9,6,3,46
22,30,2,2,9,8,3,43
22,30,2,2,10,9,3,43
22,30,2,2,9,7,6,42
22,30,4,2,10,6,3,15
23,30,2,2,11,7,1,48
23,30,2,2,10,6,1,48
23,30,2,2,10,7,1,48
23,30,2,2,10,7,1,48
23,30,2,3,9,5,3,45
23,30,2,2,9,5,2,45
23,30,2,2,10,7,2,45
23,30,3,2,10,8,3,45
23,30,2,2,9,7,3,45
23,30,2,2,9,6,3,45
23,30,2,2,9,6,3,45
23,30,2,2,10,6,3,45
23,31,2,2,9,5,3,45
23,30,2,2,9,7,3,45
23,30,2,2,9,7,3,45
23,30,2,2,9,7,6,33
24,30,2,2,11,7,1,49
24,30,2,2,10,6,1,49
24,30,2,2,10,7,1,49
24,30,2,2,10,7,1,49
24,30,2,2,10,6,1,49
24,30,2,2,10,6,1,49
24,30,2,2,10,7,1,49
24,30,2,2,10,7,1,49
24,30,2,2,10,6,1,49
24,30,2,2,10,6,1,49
24,58,2,2,10,6,1,49
24,30,2,2,10,6,1,49
24,30,2,2,10,7,1,49
24,30,2,14,10,7,1,45
24,30,2,2,10,7,10,16
24,30,2,2,10,7,6,9
25,30,2,2,11,7,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,7,1,46
25,30,2,2,10,7,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,7,1,46
25,30,2,2,10,7,1,46
25,30,2,2,10,7,1,46
25,30,2,19,10,7,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,6,1,46
25,30,2,2,10,7,1,46
25,30,2,2,10,7,2,45
25,30,3,2,10,6,8,17
26,30,2,2,10,1,1,51
26,60,2,4,10,7,1,51
26,30,2,2,10,7,1,49
26,30,2,2,10,7,1,49
26,30,2,2,11,7,1,49
26,30,2,2,10,6,1,49
26,30,2,2,10,7,1,49
26,30,2,2,10,7,1,49
26,30,2,2,10,7,1,49
26,30,2,2,10,6,1,49
26,30,2,3,10,7,1,49
26,30,2,2,10,6,1,49
26,30,2,9,10,6,1,48
26,30,2,1,10,6,1,48
26,30,2,2,10,6,8,22
26,30,2,2,10,10,1,0
27,30,2,2,10,1,1,51
27,60,2,4,10,7,1,51
27,30,2,2,10,7,1,51
27,30,2,2,10,7,1,51
27,7,2,3,10,4,1,51
27,48,2,3,10,4,1,51
27,30,2,2,10,4,1,51
27,30,2,2,10,4,1,51
27,51,2,3,10,7,1,51
27,40,2,2,10,7,1,51
27,96,2,3,10,7,1,51
27,50,2,3,10,7,1,51
27,30,2,2,10,7,1,51
27,30,2,2,10,7,1,51
27,30,2,2,10,3,1,3
27,30,2,2,10,2,1,3
28,30,2,2,10,1,1,60
28,60,2,4,10,7,1,60
