Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,25
0,1,2,11,6,1,8,24
0,1,2,12,9,6,7,22
0,61,2,10,5,3,8,22
0,11,2,8,5,3,6,13
0,66,4,20,7,9,10,9
0,1,1,0,10,3,1,9
0,76,4,20,10,4,9,9
0,33,3,9,19,1,4,9
0,39,3,5,13,3,10,8
0,61,3,8,2,10,5,7
0,27,1,16,16,7,10,5
0,41,2,9,4,2,8,5
0,90,1,17,14,5,0,4
0,9,1,15,10,8,7,3
0,1,1,0,1,0,7,0
1,52,3,3,12,7,9,34
1,1,2,12,9,6,7,24
1,61,2,10,5,3,8,21
1,16,2,8,7,2,8,12
1,28,2,11,7,4,7,12
1,17,2,10,5,1,8,12
1,77,2,8,10,6,7,9
1,58,2,7,7,4,7,9
1,1,2,11,7,4,7,7
1,19,2,10,5,1,8,7
1,35,2,5,11,6,8,6
1,1,2,11,6,1,8,6
1,1,2,2,6,2,7,5
1,27,3,6,9,4,8,4
1,57,2,6,8,4,8,4
1,34,2,10,6,4,4,3
2,6,2,10,11,4,7,24
2,58,2,7,7,4,8,20
2,40,2,4,10,10,8,19
2,38,2,4,16,5,8,17
2,44,2,9,5,2,10,11
2,52,3,3,12,7,9,9
2,35,2,10,6,4,7,9
2,16,2,8,7,2,8,9
2,61,2,10,5,3,8,9
2,11,2,9,7,3,7,9
2,34,2,10,6,4,7,9
2,18,2,8,10,6,7,7
2,31,2,6,10,6,8,7
2,39,2,9,5,2,8,6
2,1,2,12,9,6,7,6
2,55,2,5,9,5,8,4
3,14,2,8,10,5,7,30
3,15,2,8,12,4,7,24
3,38,2,4,16,5,8,23
3,6,2,10,11,4,7,21
3,35,2,8,8,4,7,15
3,39,2,4,11,8,8,12
3,39,2,4,11,8,8,8
3,20,2,7,10,6,7,7
3,53,2,6,7,5,8,7
3,17,2,7,12,4,7,6
3,43,2,7,8,4,7,5
3,58,2,7,7,4,8,5
3,46,2,5,8,7,8,3
3,40,2,4,10,10,8,3
3,45,2,5,11,7,8,2
3,53,2,6,9,4,8,0
4,14,2,8,10,5,7,27
4,9,2,9,10,4,7,25
4,6,2,10,11,4,7,19
4,14,2,17,11,3,7,12
4,12,2,8,11,4,7,12
4,54,2,5,14,4,7,11
4,38,2,4,16,5,8,9
4,11,2,6,13,4,9,9
4,14,2,8,11,4,7,9
4,25,2,6,12,5,7,9
4,11,2,2,11,4,7,9
4,8,2,9,10,4,10,7
4,90,2,8,12,4,6,6
4,15,2,8,12,4,7,6
4,31,2,5,7,5,7,4
4,23,2,6,13,4,7,3
5,10,2,8,10,4,7,24
5,14,2,17,11,3,7,24
5,10,2,8,10,4,7,21
5,14,2,8,10,5,7,15
5,11,2,8,10,4,7,9
5,12,2,8,10,4,7,9
5,12,2,14,10,3,7,9
5,9,2,9,10,4,7,9
5,14,2,10,10,4,7,9
5,7,2,9,10,4,7,9
5,11,2,14,11,3,7,9
5,12,2,14,10,3,7,9
5,9,2,12,11,3,7,9
5,6,2,10,11,4,7,6
5,7,2,9,10,4,7,6
5,14,2,5,10,4,10,3
6,14,2,17,11,3,7,27
6,10,2,8,10,4,7,24
6,11,2,8,10,4,7,18
6,14,2,11,10,4,7,16
6,12,2,13,10,3,7,12
6,14,2,8,10,5,7,12
6,10,2,8,10,4,7,10
6,10,2,8,10,4,7,10
6,10,2,8,10,4,7,9
6,11,2,8,10,4,7,9
6,11,2,8,10,4,7,9
6,11,2,12,10,5,7,6
6,12,2,13,10,3,7,6
6,14,1,11,10,4,7,3
6,58,2,8,10,5,7,3
6,12,4,13,10,1,7,3
7,10,2,8,10,4,7,27
7,10,2,8,10,4,7,27
7,14,2,11,10,4,7,18
7,12,2,12,10,3,7,15
7,11,2,8,10,4,7,9
7,11,2,8,10,4,7,9
7,12,2,9,10,4,7,9
7,12,2,13,10,3,7,9
7,14,2,17,11,3,7,9
7,14,2,13,10,3,7,9
7,12,2,11,10,3,7,9
7,24,3,8,12,4,7,6
7,14,4,15,10,3,7,6
7,12,2,9,10,4,7,6
7,12,2,11,10,3,7,6
7,11,2,9,10,4,7,6
8,10,2,8,10,4,7,27
8,10,2,8,10,4,7,24
8,10,2,8,10,4,7,24
8,10,2,8,10,4,7,21
8,13,2,8,10,4,7,15
8,12,2,10,10,4,4,12
8,14,2,11,10,4,7,12
8,12,2,12,10,3,7,9
8,11,2,10,10,3,7,9
8,12,2,11,10,3,7,6
8,10,2,9,10,3,7,6
8,11,2,9,10,4,7,6
8,11,2,10,10,3,7,6
8,12,2,10,10,4,7,3
8,11,2,10,10,3,7,0
8,13,2,11,10,3,0,0
9,10,2,8,10,4,7,18
9,10,2,8,10,4,7,18
9,10,2,8,10,4,7,18
9,10,2,8,10,4,7,18
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
9,10,2,8,10,4,7,9
10,10,2,8,10,4,7,18
10,10,2,8,10,4,7,18
10,10,2,8,10,4,7,18
10,10,2,8,10,4,7,18
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,4,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
10,10,2,8,10,4,7,9
