Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,63
0,1,2,11,6,1,8,61
0,61,2,10,5,3,8,61
0,41,2,9,4,2,8,59
0,11,2,8,5,3,6,58
0,1,2,12,9,6,7,58
0,33,3,9,19,1,4,54
0,66,4,20,7,9,10,43
0,61,3,8,2,10,5,40
0,39,3,5,13,3,10,37
0,27,1,16,16,7,10,37
0,1,1,0,10,3,1,35
0,76,4,20,10,4,9,33
0,9,1,15,10,8,7,22
0,90,1,17,14,5,0,21
0,1,1,0,1,0,7,11
1,52,3,3,12,7,9,61
1,52,2,3,12,7,9,58
1,61,2,10,5,3,8,57
1,41,2,9,4,2,8,57
1,61,2,10,5,3,8,57
1,61,2,9,4,2,8,57
1,61,2,10,4,3,8,54
1,41,3,9,4,7,9,45
1,1,2,11,6,1,8,45
1,1,3,11,12,1,9,42
1,52,3,11,12,1,9,42
1,1,2,11,11,3,8,39
1,1,3,9,4,1,8,39
1,52,3,14,3,7,9,30
1,1,2,11,4,1,8,27
1,61,3,3,5,7,8,7
2,52,3,3,12,7,9,63
2,52,3,3,12,7,9,63
2,52,2,3,12,3,9,61
2,52,2,3,12,7,9,57
2,61,2,3,12,3,8,49
2,41,2,9,4,2,8,46
2,61,2,10,5,3,8,46
2,41,2,9,4,2,8,46
2,52,3,9,18,7,9,42
2,52,2,15,4,2,8,40
2,52,3,3,16,1,9,38
2,41,2,9,4,7,8,33
2,61,3,3,5,3,9,32
2,41,3,9,4,5,8,30
2,52,3,10,5,7,8,30
2,52,2,18,12,7,9,19
3,52,3,3,12,7,9,45
3,52,3,3,12,7,9,45
3,52,2,3,12,3,9,45
3,52,2,3,12,7,9,45
3,52,3,3,12,7,9,45
3,52,3,3,12,1,9,45
3,52,3,3,17,7,3,45
3,31,2,3,12,3,9,45
3,9,3,1,12,7,9,45
3,52,3,3,12,7,9,45
3,52,2,3,12,7,9,45
3,52,2,3,12,3,6,45
3,12,2,3,12,7,9,45
3,21,2,3,12,7,9,45
3,52,2,3,12,7,9,45
3,52,2,3,12,7,9,45
4,52,3,3,12,7,9,52
4,52,3,3,12,7,9,52
4,52,2,3,12,7,9,52
4,52,3,3,12,7,9,52
4,52,3,3,12,7,9,52
4,52,3,3,12,7,9,52
4,52,2,3,12,7,9,52
4,52,2,3,12,7,9,52
4,52,2,3,12,7,9,52
4,52,3,3,12,7,9,52
4,52,2,3,12,3,9,47
4,52,2,3,12,3,9,47
4,52,2,3,12,3,9,47
4,52,2,3,3,3,9,21
4,52,2,3,12,3,5,19
4,52,3,3,0,7,9,3
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,2,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,7,9,51
5,52,3,3,12,0,9,3
5,52,3,4,10,7,5,3
6,52,3,18,12,7,3,55
6,52,2,3,12,7,9,48
6,52,2,3,12,7,9,48
6,52,2,3,12,7,9,48
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,1,3,3,12,7,9,46
6,52,3,3,12,7,9,46
6,52,2,3,12,4,9,45
6,52,3,3,9,7,9,6
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,7,9,57
7,52,2,3,12,6,9,54
7,52,3,18,12,7,3,43
7,48,3,18,12,7,3,43
7,52,2,18,12,7,3,43
7,52,2,14,12,7,3,43
7,52,3,18,12,7,9,37
7,52,2,3,12,2,3,22
7,52,2,18,12,7,9,16
7,52,2,0,12,7,9,13
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,40,2,3,12,7,9,54
8,17,3,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,7,9,54
8,52,2,3,12,9,9,12
8,52,1,3,8,8,9,6
8,52,2,5,12,7,9,0
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,32,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,52,2,3,12,7,9,53
9,93,2,3,12,6,9,50
9,52,2,3,12,7,6,50
9,52,2,3,12,10,9,20
9,52,2,3,12,1,9,19
9,52,2,7,12,7,7,19
9,52,2,7,12,7,9,2
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,4,3,13,7,9,51
10,52,2,3,12,7,9,51
10,2,2,3,12,7,9,51
10,52,2,3,12,7,9,51
10,52,2,1,12,7,9,45
10,2,2,3,12,7,0,39
10,52,2,10,12,10,9,15
10,52,2,18,12,7,9,9
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,55,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,7,9,48
11,52,2,3,12,2,9,45
11,52,2,3,12,7,3,45
11,24,2,20,12,7,9,6
12,52,1,3,12,7,9,79
12,52,4,3,12,7,9,49
12,52,4,3,12,7,9,49
12,52,1,3,13,7,9,49
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,52,2,3,12,7,9,46
12,9,2,2,12,7,7,43
12,52,2,3,12,1,10,22
12,52,2,3,12,0,9,1
13,52,1,3,12,7,9,62
13,52,1,3,12,7,9,62
13,52,4,3,12,7,9,55
13,52,4,3,12,7,9,55
13,52,4,3,12,7,9,55
13,52,4,3,12,7,9,55
13,52,4,3,13,8,9,55
13,52,1,3,13,7,9,48
13,52,1,3,13,7,9,48
13,52,3,3,12,7,9,46
13,52,1,3,12,8,9,44
13,52,4,3,12,6,9,37
13,52,4,3,13,7,9,37
13,52,1,3,13,1,9,33
13,52,4,3,12,7,6,4
13,52,4,3,12,4,9,4
14,52,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,99,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,52,1,3,12,7,9,55
14,52,4,3,12,7,9,48
14,52,4,3,12,7,9,48
14,52,4,3,12,7,9,48
14,52,4,3,12,7,9,48
14,52,1,3,16,10,9,33
14,52,2,3,12,7,9,24
14,28,1,3,16,7,9,22
14,52,4,3,12,4,9,0
15,52,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,99,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,99,1,3,12,7,9,54
15,52,1,3,12,7,9,54
15,52,1,3,12,2,9,49
15,52,1,3,15,7,9,22
15,99,1,3,14,7,9,22
15,52,1,3,12,3,9,22
15,52,3,0,12,7,9,16
15,99,1,3,12,9,5,6
16,52,1,20,18,7,9,56
16,52,1,3,12,7,9,54
16,52,1,3,12,7,9,54
16,99,1,3,12,7,9,54
16,52,1,3,12,7,9,54
16,52,1,3,12,7,9,54
16,52,1,3,12,7,9,54
16,52,1,3,12,7,9,54
16,99,1,3,12,7,9,54
16,99,1,3,12,7,9,54
16,99,4,3,12,4,1,49
16,52,1,6,12,7,9,29
16,52,1,3,12,6,9,28
16,52,1,3,20,7,9,18
16,52,3,3,12,7,9,16
16,60,1,4,1,7,9,1
17,52,1,20,18,7,9,59
17,52,1,20,18,7,9,59
17,52,1,20,18,7,9,59
17,99,1,3,12,7,9,55
17,52,1,3,12,7,9,55
17,52,1,3,12,7,9,55
17,52,1,3,12,7,9,55
17,52,1,3,12,7,9,55
17,52,1,3,12,7,9,55
17,99,1,3,12,7,9,55
17,52,1,3,12,5,9,37
17,52,1,3,18,7,9,22
17,53,1,3,12,7,6,22
17,99,1,3,12,7,6,22
17,52,1,3,2,7,9,6
17,99,1,3,1,7,9,6
18,52,4,20,18,6,9,66
18,52,1,20,18,9,9,60
18,52,1,12,18,7,9,57
18,52,1,20,18,7,9,48
18,52,1,20,18,7,9,48
18,52,1,20,18,7,9,48
18,5,1,20,18,7,9,48
18,52,1,20,18,7,9,48
18,99,1,20,12,7,9,48
18,52,1,20,18,7,5,42
18,52,1,3,18,7,5,33
18,99,1,3,12,7,9,30
18,99,1,3,12,7,9,30
18,99,1,3,12,7,9,30
18,52,1,3,12,7,9,30
18,99,1,3,18,7,9,18
19,51,4,12,18,7,9,66
19,52,4,20,18,7,9,64
19,52,4,20,18,6,9,64
19,52,4,20,18,7,9,64
19,52,4,16,18,5,9,49
19,52,1,5,18,9,9,44
19,52,1,20,18,9,9,42
19,52,1,20,18,9,9,42
19,52,1,20,18,9,9,42
19,52,1,13,18,9,9,42
19,52,1,20,18,6,9,38
19,52,1,20,18,7,9,38
19,52,1,12,18,7,9,36
19,52,1,12,18,7,9,36
19,52,1,12,18,7,9,36
19,52,1,3,18,0,9,8
20,51,4,12,18,7,9,75
20,51,4,12,18,7,9,75
20,52,4,12,18,7,9,75
20,52,4,12,18,7,9,75
20,5,4,20,18,2,9,48
20,52,4,20,18,6,1,45
20,52,4,20,18,6,9,36
20,51,4,20,18,7,9,36
20,52,4,20,18,7,9,36
20,52,4,20,18,7,9,36
20,52,4,20,18,6,9,36
20,52,4,20,18,7,9,36
20,52,4,20,18,7,9,36
20,51,4,20,18,7,9,36
20,52,4,20,18,6,9,36
20,33,4,12,18,7,5,3
21,51,4,12,12,7,9,87
21,17,4,12,15,7,9,87
21,52,4,12,18,7,9,45
21,52,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,52,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,52,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,52,4,12,18,7,9,45
21,51,4,12,18,7,9,45
21,52,4,12,18,7,9,45
21,51,4,12,18,2,9,6
21,52,1,10,18,7,9,0
22,51,4,12,12,7,9,69
22,17,4,12,15,7,9,69
22,51,4,12,15,7,9,69
22,87,4,12,12,7,9,69
22,17,4,12,15,7,9,69
22,17,4,12,15,7,9,69
22,51,4,20,12,7,9,48
22,52,4,12,17,10,9,42
22,51,4,12,18,7,9,27
22,52,4,12,18,7,9,27
22,51,4,12,18,7,9,27
22,51,4,12,18,7,9,27
22,52,4,12,18,7,9,27
22,17,4,12,18,7,8,27
22,52,4,12,18,7,9,27
22,62,4,12,18,7,9,27
23,51,4,12,12,7,9,51
23,17,4,12,15,7,9,51
23,51,4,12,15,7,9,51
23,87,4,12,12,7,9,51
23,51,4,12,15,7,9,51
23,17,4,12,12,7,9,51
23,51,4,12,12,7,9,51
23,51,4,12,12,7,9,51
23,73,3,12,12,7,9,51
23,51,4,12,15,7,9,51
23,17,4,12,12,7,9,51
23,58,4,12,12,7,9,51
23,51,4,14,15,7,9,48
23,51,4,12,7,7,9,45
23,17,4,12,15,6,9,9
23,17,4,10,15,7,9,6
24,51,4,12,12,7,9,45
24,17,4,12,15,7,9,45
24,51,4,12,15,7,9,45
24,87,4,12,12,7,9,45
24,17,4,12,15,7,9,45
24,17,4,12,6,7,5,45
24,51,4,12,12,7,9,45
24,3,4,12,12,7,9,45
24,51,4,12,12,7,9,45
24,87,4,12,12,7,9,45
24,17,4,12,15,7,9,45
24,51,2,12,15,7,9,45
24,87,4,12,12,7,9,45
24,17,4,12,15,7,9,45
24,51,4,12,12,9,8,45
24,87,4,12,12,7,9,45
25,51,4,12,12,7,9,51
25,17,4,12,15,7,9,51
25,51,4,12,15,7,9,51
25,87,4,12,12,7,9,51
25,51,4,12,15,7,9,51
25,51,4,12,15,7,9,51
25,51,4,12,12,7,9,51
25,51,4,12,15,7,9,51
25,17,4,12,15,7,9,51
25,35,4,12,15,7,9,51
25,17,4,12,12,7,9,51
25,6,4,12,12,7,9,51
25,51,4,16,12,7,9,48
25,87,4,15,12,7,9,45
25,87,4,12,15,6,9,9
25,51,4,12,15,8,6,6
26,51,4,12,12,7,9,51
26,17,4,12,15,7,9,51
26,51,4,12,15,7,9,51
26,87,4,12,12,7,9,51
26,51,4,12,15,7,9,51
26,85,4,12,12,7,9,51
26,87,4,12,12,7,9,51
26,87,4,12,12,7,9,51
26,51,4,12,13,7,9,51
26,87,4,12,12,7,9,51
26,87,4,12,15,7,9,51
26,51,4,12,6,7,9,46
26,17,4,12,4,7,9,46
26,51,4,12,1,7,9,46
26,17,4,12,18,7,9,15
26,51,4,3,15,7,9,3
27,51,4,12,9,7,9,85
27,17,4,12,15,7,9,45
27,51,4,12,15,7,9,45
27,87,4,12,12,7,9,45
27,17,4,12,15,7,9,45
27,51,4,12,15,7,9,45
27,51,4,12,12,7,9,45
27,87,4,12,12,7,9,45
27,51,4,12,12,7,9,45
27,70,4,12,15,7,9,45
27,51,4,19,15,7,9,45
27,87,4,12,12,7,9,45
27,51,4,12,12,7,9,45
27,25,4,12,15,7,9,45
27,17,4,12,15,7,2,42
27,51,4,8,15,7,9,7
28,51,4,12,9,7,9,69
28,51,4,12,9,7,9,69
