Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,25
0,1,2,11,6,1,8,24
0,1,2,12,9,6,7,22
0,61,2,10,5,3,8,22
0,11,2,8,5,3,6,13
0,66,4,20,7,9,10,9
0,1,1,0,10,3,1,9
0,76,4,20,10,4,9,9
0,33,3,9,19,1,4,9
0,39,3,5,13,3,10,8
0,61,3,8,2,10,5,7
0,27,1,16,16,7,10,5
0,41,2,9,4,2,8,5
0,90,1,17,14,5,0,4
0,9,1,15,10,8,7,3
0,1,1,0,1,0,7,0
1,1,2,11,5,1,8,27
1,52,2,3,12,7,9,24
1,52,3,3,12,7,8,21
1,61,2,10,5,3,8,18
1,1,2,11,6,3,8,15
1,52,3,3,12,7,9,10
1,52,2,10,5,7,8,10
1,52,2,11,12,1,10,9
1,1,2,10,16,6,7,7
1,52,2,12,9,7,7,7
1,1,2,12,9,6,7,6
1,61,2,10,5,3,8,6
1,1,2,11,6,1,8,6
1,1,3,11,12,1,8,6
1,1,2,11,9,1,7,3
1,63,2,11,9,1,7,3
2,52,3,11,12,7,8,24
2,61,2,11,5,3,8,21
2,61,2,10,5,1,8,21
2,52,2,13,12,7,8,21
2,52,2,11,5,1,9,12
2,52,3,3,12,7,8,12
2,61,2,6,12,3,8,9
2,52,2,3,12,7,8,9
2,61,2,10,5,7,8,9
2,1,2,11,5,1,8,9
2,61,2,10,5,3,8,9
2,52,2,11,12,1,8,6
2,1,2,3,5,1,8,6
2,52,2,10,12,3,8,6
2,61,3,2,12,3,8,3
2,52,2,3,12,7,9,3
3,61,2,10,5,3,8,36
3,52,3,13,12,6,8,18
3,61,2,10,5,1,8,15
3,61,2,11,5,1,8,15
3,52,3,11,12,7,8,12
3,61,2,11,5,3,8,12
3,61,3,11,12,7,8,9
3,61,2,11,5,3,8,9
3,52,2,13,5,7,8,9
3,61,2,11,5,3,8,9
3,52,2,13,12,7,8,9
3,54,3,11,12,7,8,9
3,52,3,10,5,7,8,9
3,61,2,11,5,3,8,9
3,61,2,13,0,1,8,0
3,61,3,11,5,9,8,0
4,61,2,10,5,3,8,30
4,61,2,10,5,3,8,30
4,52,2,10,5,3,8,15
4,61,2,11,5,1,8,15
4,61,2,13,5,7,8,12
4,61,2,10,5,1,8,12
4,61,2,10,5,1,8,12
4,61,2,10,5,1,8,9
4,61,2,10,5,1,8,9
4,61,2,10,13,3,8,9
4,61,2,11,5,1,8,9
4,52,2,13,12,3,8,6
4,61,3,10,9,1,8,3
4,52,4,13,5,1,8,3
4,61,3,13,5,6,8,3
4,52,3,13,12,6,8,3
5,61,2,10,5,3,8,27
5,52,2,10,5,3,8,24
5,52,2,10,5,3,8,24
5,61,2,10,5,3,8,18
5,61,2,10,5,3,8,15
5,61,2,10,5,3,8,15
5,61,2,10,5,3,8,9
5,52,2,10,5,3,8,9
5,37,2,10,5,3,8,9
5,61,2,11,5,3,8,6
5,61,2,10,5,1,8,6
5,61,2,11,5,1,8,6
5,61,2,16,5,3,8,6
5,61,2,10,5,1,8,3
5,61,2,11,5,1,8,3
5,61,2,10,5,3,4,0
6,52,2,10,5,3,8,18
6,61,2,10,5,3,8,18
6,61,2,10,5,3,8,18
6,52,2,10,5,3,8,18
6,52,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,52,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,52,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,61,2,10,5,3,8,9
6,52,2,10,5,3,8,9
6,52,2,10,5,3,8,9
7,61,2,10,5,3,8,21
7,61,2,10,5,3,8,21
7,61,2,10,5,3,8,21
7,52,2,10,5,3,8,18
7,61,2,10,5,3,8,12
7,52,2,10,5,3,8,12
7,52,2,10,5,3,8,12
7,52,2,10,5,3,8,12
7,52,2,10,5,3,8,12
7,52,2,5,5,3,8,10
7,40,2,10,5,3,8,9
7,52,2,10,5,3,8,9
7,52,2,10,5,3,8,9
7,68,2,8,5,3,8,1
7,61,2,10,4,3,8,0
7,52,2,10,5,4,8,0
8,52,2,10,5,3,8,21
8,52,2,10,5,3,8,18
8,61,2,10,5,3,8,18
8,52,2,10,5,3,8,18
8,61,2,10,5,3,8,12
8,61,2,10,5,3,8,12
8,61,2,10,5,3,8,9
8,61,2,10,5,3,8,9
8,61,2,10,5,3,8,9
8,52,1,10,5,3,8,9
8,61,2,10,5,3,8,9
8,61,2,10,5,3,8,9
8,61,2,10,5,3,8,9
8,52,2,10,5,3,1,9
8,61,2,10,5,3,8,9
8,61,2,10,5,3,4,0
9,52,2,10,5,3,8,21
9,52,2,10,5,3,8,21
9,61,2,10,5,3,8,18
9,52,2,10,5,3,8,18
9,61,2,10,5,3,8,12
9,61,2,10,5,3,8,12
9,52,2,10,5,3,8,12
9,13,2,10,5,3,8,12
9,61,2,10,5,7,8,9
9,52,2,10,5,3,8,9
9,52,2,10,5,3,8,9
9,52,2,10,5,3,8,9
9,52,2,10,5,3,8,9
9,52,2,10,5,3,8,9
9,52,2,10,5,0,8,0
9,52,2,10,2,3,8,0
10,61,2,10,5,3,8,18
10,52,2,10,5,3,8,18
10,52,2,10,5,3,8,18
10,61,2,10,5,3,8,18
10,52,2,10,5,3,8,9
10,61,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,61,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,52,2,10,5,3,8,9
10,52,2,10,5,3,8,9
