Generacion,k,e,aa,da,af,df,puntos
0,52,3,3,12,7,9,63
0,1,2,11,6,1,8,61
0,61,2,10,5,3,8,61
0,41,2,9,4,2,8,59
0,11,2,8,5,3,6,58
0,1,2,12,9,6,7,58
0,33,3,9,19,1,4,54
0,66,4,20,7,9,10,43
0,61,3,8,2,10,5,40
0,39,3,5,13,3,10,37
0,27,1,16,16,7,10,37
0,1,1,0,10,3,1,35
0,76,4,20,10,4,9,33
0,9,1,15,10,8,7,22
0,90,1,17,14,5,0,21
0,1,1,0,1,0,7,11
1,1,2,11,6,1,8,63
1,11,2,8,5,3,6,63
1,11,2,8,5,3,6,63
1,41,2,9,4,2,8,60
1,1,2,12,6,1,7,60
1,61,3,10,12,3,9,51
1,1,2,12,4,6,7,51
1,1,2,12,9,1,10,51
1,52,3,3,12,7,9,45
1,61,2,10,5,3,6,36
1,25,2,10,5,7,6,34
1,61,3,9,19,1,4,33
1,41,2,11,4,1,10,30
1,1,2,12,4,2,8,30
1,61,3,10,19,4,4,25
1,52,2,3,5,7,4,24
2,41,2,9,4,2,8,76
2,11,2,8,5,3,6,73
2,11,2,8,4,3,6,69
2,41,2,9,5,3,8,63
2,11,2,12,6,1,7,51
2,11,2,12,6,1,7,51
2,61,2,9,16,2,8,51
2,1,2,11,6,1,10,48
2,1,2,11,6,1,8,48
2,61,2,10,4,2,8,39
2,1,2,12,6,6,7,36
2,1,2,12,7,1,7,30
2,41,2,9,6,1,7,29
2,11,3,10,12,3,6,21
2,11,3,10,12,3,6,21
2,1,1,11,6,1,8,12
3,41,2,9,4,2,8,75
3,11,2,8,5,3,6,75
3,41,2,9,4,2,8,75
3,61,2,9,4,2,8,75
3,41,2,9,5,3,8,54
3,41,2,9,5,3,8,54
3,11,2,8,4,1,7,51
3,61,2,9,16,5,8,40
3,61,2,9,6,2,8,39
3,41,2,9,4,6,8,37
3,61,2,12,6,2,7,33
3,61,2,12,16,1,7,32
3,41,2,12,2,3,6,31
3,41,2,9,2,3,6,28
3,11,2,17,4,1,6,18
3,11,2,9,0,1,8,0
4,41,2,9,4,2,8,78
4,11,2,8,5,3,6,69
4,41,1,9,5,3,8,60
4,41,2,8,4,2,8,57
4,61,2,9,5,3,8,57
4,41,2,9,4,3,8,48
4,61,2,9,4,3,8,48
4,61,2,9,19,2,8,45
4,41,2,9,5,9,9,36
4,11,2,8,4,1,7,36
4,11,2,8,4,1,7,36
4,41,2,9,5,2,8,33
4,61,2,9,5,2,8,33
4,61,2,9,5,2,8,33
4,10,2,8,5,2,8,27
4,11,2,9,4,1,7,24
5,41,2,9,4,2,8,69
5,41,1,9,5,2,8,60
5,41,1,9,4,2,8,57
5,11,2,8,5,3,6,54
5,11,2,8,5,3,6,54
5,41,1,8,4,3,8,54
5,41,1,9,5,3,8,54
5,41,1,9,5,3,8,54
5,61,2,9,4,3,8,45
5,61,2,9,4,3,8,45
5,61,2,9,5,3,8,36
5,61,2,9,5,3,8,36
5,11,2,8,5,3,8,36
5,41,2,8,5,3,8,36
5,41,2,9,5,2,8,15
5,41,2,8,4,3,0,15
6,41,2,9,4,2,8,72
6,41,2,9,4,2,8,72
6,41,1,9,5,2,8,60
6,11,1,9,5,2,8,60
6,41,1,8,4,3,8,54
6,11,1,9,4,2,8,51
6,41,1,9,4,2,8,51
6,41,2,9,4,3,8,48
6,41,2,9,5,3,6,39
6,41,2,8,5,3,8,39
6,41,2,9,5,3,6,39
6,11,2,8,5,3,8,39
6,11,4,9,5,2,6,24
6,41,2,9,5,2,8,24
6,41,2,9,5,2,8,24
6,41,2,9,5,2,8,24
7,11,1,9,4,4,5,51
7,41,2,9,4,2,8,48
7,11,2,9,4,2,8,48
7,41,2,9,4,2,8,48
7,11,2,9,4,2,8,48
7,41,2,9,4,2,8,48
7,41,1,9,5,2,8,45
7,25,1,9,5,2,8,45
7,41,1,9,4,2,8,45
7,11,1,9,4,2,8,45
7,101,1,9,4,2,8,45
7,26,1,9,4,2,8,45
7,11,1,9,4,2,8,45
7,41,1,8,4,2,8,42
7,41,1,8,4,3,8,42
7,41,3,9,4,2,8,30
8,41,2,9,4,2,8,54
8,32,2,9,4,2,8,54
8,41,2,9,4,2,8,54
8,11,2,9,4,2,8,54
8,92,2,9,4,2,8,54
8,41,2,9,4,2,8,54
8,41,2,9,4,2,8,54
8,11,2,9,4,2,8,54
8,41,2,9,4,2,8,54
8,41,1,9,4,2,8,48
8,11,1,9,4,4,5,45
8,11,1,9,4,4,5,45
8,11,1,9,4,4,5,45
8,19,1,9,4,2,5,18
8,41,2,9,4,4,8,18
8,11,2,9,4,3,0,15
9,32,1,9,4,2,8,51
9,32,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,32,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,2,8,48
9,41,2,9,4,10,8,39
9,41,2,9,4,5,8,6
10,32,2,9,4,2,8,54
10,32,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,78,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,41,2,9,4,2,8,54
10,32,1,9,4,2,8,51
10,32,1,9,4,2,8,51
10,32,1,9,4,2,8,51
10,41,2,9,14,10,8,36
10,41,4,9,4,2,8,18
10,41,2,13,4,2,8,18
10,99,3,9,4,7,8,9
11,32,2,9,4,2,8,57
11,32,2,9,4,2,8,57
11,67,2,9,4,2,8,57
11,32,2,9,4,2,8,57
11,32,2,9,4,2,8,57
11,41,2,9,4,2,8,57
11,41,2,9,4,2,8,57
11,78,2,9,4,2,8,57
11,41,2,9,4,2,8,57
11,78,2,9,4,2,8,57
11,78,2,9,4,2,8,57
11,41,2,9,4,2,8,57
11,78,4,9,4,2,8,9
11,41,3,9,4,2,8,9
11,41,2,16,4,2,8,9
11,41,2,9,4,4,8,9
12,32,2,9,4,2,8,57
12,32,2,9,4,2,8,57
12,32,2,9,4,2,8,57
12,41,2,9,4,2,8,57
12,67,2,9,4,2,8,57
12,32,2,9,4,2,8,57
12,32,2,9,4,2,8,57
12,32,2,9,4,2,8,57
12,41,2,9,4,2,8,57
12,41,2,9,4,2,8,57
12,41,2,9,4,2,8,57
12,97,2,9,4,2,8,57
12,32,2,9,4,2,6,18
12,32,2,10,4,2,8,9
12,41,2,18,4,2,8,6
12,32,2,9,2,2,8,3
13,32,2,9,13,2,8,48
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,99,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,71,2,9,4,2,8,45
13,22,2,9,4,2,8,45
13,67,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,32,2,9,4,2,8,45
13,41,2,9,18,2,5,42
14,32,2,9,13,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,13,4,8,48
14,32,2,9,13,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,13,2,8,48
14,32,2,9,13,2,8,48
14,32,2,9,13,2,8,48
14,32,2,9,4,2,8,48
14,99,2,9,4,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,4,2,8,48
14,32,2,9,4,2,0,0
15,32,2,9,4,2,8,48
15,32,1,9,4,2,8,48
15,32,2,9,4,2,8,48
15,32,1,9,4,2,8,48
15,32,2,9,4,2,8,48
15,32,2,9,13,2,8,45
15,32,2,9,13,2,8,45
15,32,2,9,13,2,8,45
15,32,2,9,12,2,8,45
15,32,2,9,13,2,8,45
15,32,2,9,13,2,8,45
15,32,2,9,13,2,8,45
15,32,2,9,13,2,8,45
15,32,4,9,13,2,8,43
15,32,2,9,17,4,8,43
15,32,2,9,4,4,8,32
16,32,2,9,4,2,1,57
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,4,2,8,54
16,32,2,9,13,10,8,48
16,32,1,9,4,2,8,42
16,32,2,9,13,2,8,42
16,32,1,9,4,2,8,42
16,32,4,9,4,2,8,24
16,96,2,16,4,5,8,21
16,32,1,9,13,2,8,12
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,94,2,9,4,2,8,51
17,32,2,9,4,2,8,51
17,32,2,9,11,2,8,45
17,32,2,9,4,2,1,45
17,32,2,9,4,2,1,45
17,32,2,9,4,2,1,45
17,32,2,9,4,3,8,15
17,70,2,9,4,7,8,15
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,16,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,8,51
18,32,2,9,4,2,9,6
18,32,2,18,4,2,8,0
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,16,2,9,4,2,8,54
19,16,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,4,2,8,54
19,32,2,9,8,2,8,48
19,32,2,9,4,10,8,45
19,32,2,9,4,7,10,30
19,32,2,9,4,6,8,27
19,32,2,9,4,8,8,15
19,32,2,9,4,8,8,15
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,16,2,9,4,2,8,48
20,16,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,32,2,9,4,2,8,48
20,16,2,9,4,2,8,48
20,32,1,9,4,2,8,45
20,32,2,9,18,2,8,45
20,32,2,11,4,2,8,6
21,32,2,9,19,2,8,50
21,32,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,16,2,9,4,2,8,48
21,16,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,16,2,9,4,2,8,48
21,16,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,32,2,9,4,2,8,48
21,32,2,3,4,2,8,46
21,16,2,4,19,2,8,45
21,32,2,9,4,2,0,0
22,32,2,9,4,2,8,51
22,32,2,9,4,2,8,51
22,32,2,9,4,2,8,51
22,32,2,9,4,2,8,51
22,16,2,9,4,2,8,51
22,16,2,9,4,2,8,51
22,16,2,9,4,2,8,51
22,16,2,9,4,2,8,51
22,32,2,9,19,2,8,48
22,32,2,9,19,2,8,48
22,32,2,9,19,2,8,48
22,32,2,9,4,2,1,45
22,32,2,9,13,2,8,42
22,32,2,14,14,2,8,27
22,32,2,9,6,2,8,27
22,16,4,9,4,2,8,27
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,32,2,9,4,2,8,54
23,80,2,9,4,2,8,54
23,16,2,9,4,2,8,54
23,16,2,9,4,2,8,54
23,16,2,9,4,2,8,54
23,16,2,9,4,2,8,54
23,32,2,7,4,2,8,48
23,16,3,9,4,2,8,9
23,16,2,9,4,2,4,9
23,94,4,9,4,2,8,6
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,19,2,9,4,2,8,51
24,11,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,69,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,1,9,4,2,8,51
24,32,2,9,4,2,8,51
24,32,2,9,4,2,10,3
24,35,2,8,4,2,8,3
25,32,2,9,4,2,8,54
25,32,2,9,4,2,8,54
25,32,2,9,4,2,8,54
25,11,2,9,4,2,8,54
25,19,2,9,4,2,8,54
25,19,2,9,4,2,8,54
25,19,2,9,4,2,8,54
25,11,2,9,4,2,8,54
25,11,2,9,4,2,8,54
25,32,2,9,4,2,8,54
25,32,2,9,4,2,8,54
25,32,1,9,4,2,8,48
25,32,2,9,15,2,8,39
25,32,2,9,5,2,8,15
25,32,2,9,5,2,8,15
25,32,2,9,4,4,8,9
26,32,2,9,4,2,8,51
26,32,2,9,4,2,8,51
26,32,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,32,2,9,4,2,8,51
26,32,2,9,4,2,8,51
26,11,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,4,2,8,51
26,19,2,9,9,2,8,42
26,19,4,9,4,2,8,9
26,32,2,13,4,2,8,6
27,32,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,19,2,9,4,2,8,48
27,75,2,9,4,2,8,48
27,19,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,19,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,79,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,32,2,9,4,2,8,48
27,88,2,9,19,2,8,45
27,19,2,9,1,2,8,3
28,32,2,9,4,2,8,51
28,32,2,9,4,2,8,51
