Generacion,k,e,aa,da,af,df,puntos
0,1,1,3,5,6,1,26
0,1,1,7,8,3,3,18
0,9,1,15,10,8,7,17
0,90,1,17,14,5,0,13
0,66,4,20,7,9,10,9
0,31,1,2,1,1,2,9
0,1,1,4,4,2,2,9
0,1,1,10,11,4,5,8
0,27,1,16,16,7,10,8
0,1,1,11,5,3,7,7
0,39,3,5,13,3,10,6
0,52,3,3,12,7,9,6
0,76,4,20,10,4,9,5
0,33,3,9,19,1,4,5
0,1,2,7,1,4,10,4
0,1,1,3,1,8,10,2
1,31,1,3,1,10,2,27
1,66,4,20,7,2,10,18
1,1,1,7,8,3,3,16
1,1,1,4,4,2,2,15
1,1,1,3,1,1,2,10
1,1,1,3,5,6,1,10
1,1,4,4,4,2,2,8
1,9,1,8,4,8,7,7
1,1,1,7,8,7,3,7
1,1,1,15,4,8,2,7
1,1,1,7,8,3,3,6
1,1,1,7,8,3,3,6
1,1,1,4,8,3,2,6
1,1,4,20,4,9,10,5
1,41,1,17,14,5,0,4
1,90,1,17,14,5,0,3
2,1,1,3,5,6,0,26
2,1,1,7,6,1,3,21
2,1,1,7,7,3,3,17
2,1,1,18,1,3,3,11
2,31,1,4,1,10,2,10
2,31,1,3,1,10,2,10
2,85,1,19,1,1,2,9
2,66,4,20,7,2,10,9
2,1,4,3,1,1,2,8
2,31,1,3,1,10,2,8
2,1,1,3,5,1,1,6
2,1,1,16,4,2,2,6
2,31,1,3,1,5,2,6
2,1,1,4,4,1,2,4
2,1,2,7,8,3,3,3
2,1,1,4,1,2,2,3
3,31,3,3,1,10,2,30
3,1,1,7,6,3,3,20
3,1,1,7,5,3,3,18
3,1,1,3,5,6,0,17
3,1,1,3,5,9,0,10
3,1,1,7,6,1,3,9
3,85,1,3,1,10,2,8
3,1,1,18,6,4,3,8
3,1,1,19,1,1,3,6
3,31,1,3,1,10,0,6
3,1,1,3,5,10,2,6
3,85,1,3,3,10,2,5
3,31,1,3,1,6,2,5
3,1,1,18,1,1,3,5
3,31,1,4,1,10,2,5
3,1,1,18,1,3,3,4
4,31,3,3,1,10,2,23
4,1,1,3,5,9,0,21
4,1,1,7,5,3,3,15
4,1,1,7,5,1,3,14
4,1,1,3,6,7,3,9
4,1,1,7,6,3,3,9
4,85,4,3,13,10,2,8
4,1,3,3,6,10,2,8
4,31,3,3,1,10,7,7
4,1,1,7,6,3,3,7
4,1,1,7,5,6,3,7
4,1,1,7,5,6,0,6
4,1,1,3,18,9,0,6
4,37,1,3,5,3,3,6
4,1,1,3,6,1,0,3
4,1,1,7,5,9,0,1
5,1,1,3,8,10,2,25
5,85,4,7,13,3,3,20
5,1,1,7,6,7,3,19
5,85,1,3,16,10,1,18
5,31,3,3,1,10,2,13
5,1,1,7,6,7,3,11
5,1,4,3,5,10,2,10
5,85,1,3,6,3,2,8
5,31,3,3,1,10,2,8
5,31,3,3,1,10,2,8
5,1,1,3,5,9,0,7
5,1,1,3,13,3,2,6
5,1,1,3,6,9,3,5
5,1,4,3,5,10,2,3
5,85,4,3,13,9,0,1
5,1,1,7,0,3,3,0
6,1,1,3,8,10,2,23
6,85,4,7,13,3,3,21
6,1,1,3,8,10,2,21
6,1,1,3,8,10,2,18
6,31,1,3,1,10,3,10
6,85,1,4,16,10,1,9
6,1,4,3,13,3,3,8
6,31,3,3,1,10,2,8
6,1,1,7,6,6,3,7
6,1,3,7,6,10,3,7
6,85,1,3,8,6,3,7
6,85,1,8,16,10,1,6
6,1,1,7,6,7,3,6
6,1,1,3,1,7,2,5
6,101,1,7,1,10,3,1
6,1,1,3,0,10,2,1
7,1,1,3,8,10,2,19
7,1,1,3,13,10,2,18
7,1,4,3,8,10,2,17
7,1,1,3,8,10,2,17
7,1,1,3,16,10,1,9
7,1,1,3,8,10,9,9
7,1,1,3,8,10,2,9
7,1,4,3,13,6,3,8
7,97,1,16,8,3,6,8
7,85,4,7,13,3,3,7
7,1,1,4,8,10,5,6
7,85,1,4,4,10,2,6
7,85,1,4,16,10,1,6
7,1,4,3,13,3,3,5
7,31,1,3,1,6,3,5
7,31,1,3,1,10,3,3
8,1,1,3,10,10,10,20
8,83,4,13,8,10,2,20
8,1,1,3,8,10,2,14
8,1,1,3,8,10,2,14
8,1,1,3,8,10,2,8
8,1,4,3,8,10,2,8
8,1,1,3,8,10,2,7
8,1,1,3,8,10,2,7
8,1,1,3,12,10,2,7
8,1,1,3,13,10,2,7
8,1,3,3,16,10,10,6
8,1,1,3,13,10,2,5
8,1,1,3,8,10,9,5
8,1,1,3,16,4,1,4
8,1,1,3,13,10,2,4
8,1,1,1,13,10,2,3
9,1,4,3,8,10,2,22
9,1,1,3,10,10,10,20
9,1,4,3,8,10,2,16
9,1,1,3,8,10,2,15
9,83,4,13,8,10,2,9
9,1,4,13,8,10,2,9
