Generacion,k,e,aa,da,af,df,puntos
0,1,1,3,5,6,1,26
0,1,1,7,8,3,3,18
0,9,1,15,10,8,7,17
0,90,1,17,14,5,0,13
0,66,4,20,7,9,10,9
0,31,1,2,1,1,2,9
0,1,1,4,4,2,2,9
0,1,1,10,11,4,5,8
0,27,1,16,16,7,10,8
0,1,1,11,5,3,7,7
0,39,3,5,13,3,10,6
0,52,3,3,12,7,9,6
0,76,4,20,10,4,9,5
0,33,3,9,19,1,4,5
0,1,2,7,1,4,10,4
0,1,1,3,1,8,10,2
1,31,1,2,1,1,2,24
1,1,1,3,5,6,1,18
1,90,4,4,14,9,10,16
1,1,1,3,5,6,4,16
1,45,1,2,1,1,3,9
1,1,4,20,8,9,10,9
1,1,1,14,3,3,3,9
1,1,1,3,5,6,1,8
1,1,1,7,8,3,3,7
1,1,1,2,1,1,2,7
1,22,1,17,14,5,10,7
1,1,1,17,4,5,0,6
1,1,1,15,4,2,2,6
1,9,1,15,17,8,7,4
1,9,1,15,10,8,3,3
1,1,1,4,4,2,2,3
2,1,1,3,5,6,1,22
2,31,1,2,1,1,2,19
2,1,4,20,17,3,3,17
2,1,1,2,1,2,2,14
2,72,4,20,8,9,10,9
2,31,1,2,1,1,2,9
2,1,1,3,1,0,4,8
2,45,1,3,1,1,3,8
2,7,3,2,18,1,2,8
2,19,1,3,5,6,4,8
2,90,4,4,14,9,10,7
2,90,4,4,14,9,10,7
2,1,2,2,1,6,4,7
2,1,1,14,12,3,3,5
2,1,1,14,3,3,2,3
2,31,1,2,6,6,2,2
3,31,1,2,1,1,2,22
3,1,1,3,5,6,1,21
3,1,1,5,5,6,10,16
3,31,1,2,1,7,2,12
3,72,4,20,8,9,10,11
3,1,1,2,1,1,2,10
3,31,1,2,1,1,2,10
3,1,4,20,12,3,3,9
3,1,4,20,8,0,4,8
3,31,1,2,1,3,3,8
3,1,1,3,20,9,4,7
3,1,1,20,8,9,10,7
3,1,4,3,1,1,4,6
3,31,1,2,17,1,2,4
3,44,1,3,1,0,2,3
3,1,1,13,1,2,2,0
4,72,4,20,8,9,10,25
4,31,1,2,1,1,2,21
4,31,1,16,5,6,6,18
4,1,1,3,5,6,1,16
4,62,3,18,8,9,10,14
4,1,1,3,1,6,1,10
4,31,1,2,1,1,2,8
4,31,4,2,8,7,10,7
4,31,1,2,4,9,2,7
4,1,1,4,5,6,2,6
4,1,1,2,1,1,7,6
4,1,1,3,5,6,1,6
4,31,3,2,1,6,1,6
4,31,1,2,9,1,2,4
4,1,1,17,1,1,10,4
4,31,1,2,1,7,2,1
5,1,1,3,1,6,1,20
5,72,4,20,8,9,10,19
5,1,1,3,1,6,1,18
5,72,4,20,8,6,10,17
5,72,3,20,8,9,10,9
5,31,1,2,1,6,6,8
5,48,1,2,1,1,2,8
5,31,1,2,1,1,2,7
5,31,1,2,1,1,2,7
5,87,1,2,1,1,2,7
5,1,1,3,5,6,1,7
5,62,1,3,5,6,1,7
5,31,1,16,5,6,6,7
5,1,1,3,5,6,1,6
5,1,1,3,1,6,1,6
5,101,4,20,8,9,10,5
6,72,4,20,8,9,10,20
6,48,4,3,1,6,1,19
6,72,4,20,17,6,10,17
6,72,4,20,1,1,10,17
6,48,1,2,1,1,2,10
6,1,1,3,1,6,1,9
6,72,4,20,8,9,10,9
6,72,3,20,8,9,10,8
6,76,4,2,8,10,10,8
6,1,1,3,1,6,1,7
6,72,4,20,7,6,10,7
6,1,1,3,1,6,1,7
6,1,3,20,1,6,1,7
6,31,1,2,1,9,10,5
6,72,1,20,8,9,2,3
6,1,1,20,8,5,1,3
7,72,4,20,11,2,10,27
7,72,4,3,8,6,1,20
7,1,1,3,1,6,1,18
7,13,4,20,1,1,10,15
7,48,1,2,1,1,2,10
7,72,4,20,1,1,10,10
7,1,1,3,1,6,1,9
7,72,4,20,8,9,10,8
7,72,4,20,8,9,10,8
7,72,4,20,8,9,10,6
7,72,4,20,1,6,10,6
7,48,4,3,1,6,1,6
7,48,2,3,1,6,4,6
7,48,2,20,1,6,6,6
7,72,2,20,1,1,10,3
7,48,1,12,1,1,7,3
8,13,4,20,14,6,9,20
8,72,4,20,11,2,10,18
8,72,4,20,11,2,10,17
8,72,4,3,8,6,1,14
8,1,1,3,1,6,1,9
8,1,1,3,1,6,1,9
8,72,1,2,3,6,1,8
8,72,4,20,1,1,10,8
8,72,4,3,8,6,1,8
8,72,4,20,1,1,10,7
8,1,1,3,1,7,1,7
8,13,4,20,1,1,10,7
8,72,4,3,8,6,10,6
8,48,4,2,1,2,10,6
8,1,2,3,1,6,1,6
8,72,1,20,1,1,10,3
9,72,1,3,16,6,1,21
9,72,3,2,11,6,1,21
9,72,4,3,1,7,8,15
9,1,1,3,1,6,1,13
9,13,4,20,14,6,1,12
9,72,4,3,8,4,1,12
