Generacion,k,e,aa,da,af,df,puntos
0,39,3,5,13,3,10,27
0,1,2,8,11,8,9,27
0,1,3,12,2,9,1,21
0,11,2,9,4,4,2,18
0,1,2,8,10,8,9,12
0,1,2,5,7,5,6,12
0,1,4,10,6,1,2,9
0,52,3,3,12,7,9,9
0,27,1,16,16,7,10,9
0,1,3,11,12,2,6,9
0,76,4,20,10,4,9,6
0,66,4,20,7,9,10,6
0,9,1,15,10,8,7,6
0,90,1,17,14,5,0,3
0,33,3,9,19,1,4,3
0,21,3,12,6,2,3,3
1,1,2,8,11,8,9,27
1,1,2,8,11,8,9,27
1,1,2,12,4,8,9,21
1,81,2,8,13,10,10,18
1,1,3,8,13,8,9,12
1,1,3,17,2,9,1,12
1,11,2,9,4,4,2,9
1,39,3,5,13,3,10,9
1,11,2,9,13,4,10,9
1,39,3,5,8,4,10,9
1,25,3,12,13,7,10,9
1,1,3,12,2,9,1,6
1,1,3,5,13,3,1,3
1,1,3,9,4,4,2,3
1,11,2,9,4,9,10,3
1,1,3,8,2,8,9,3
2,81,2,8,11,8,9,27
2,1,2,8,11,8,9,27
2,1,2,8,13,8,10,24
2,81,2,8,13,8,9,15
2,1,2,8,11,8,9,12
2,1,1,8,11,8,9,12
2,1,2,12,11,8,9,9
2,24,2,8,11,10,9,9
2,81,2,8,13,10,2,9
2,1,2,12,4,8,9,9
2,1,2,5,15,8,8,6
2,1,2,12,4,10,1,6
2,81,2,8,13,10,10,6
2,1,4,8,11,8,7,6
2,81,2,8,13,10,10,3
2,1,2,8,4,8,9,0
3,1,2,8,11,8,9,24
3,1,2,8,11,8,9,24
3,1,2,8,13,7,10,21
3,1,2,8,13,8,9,18
3,1,2,8,13,8,10,12
3,81,2,8,11,8,9,12
3,1,2,8,13,8,10,12
3,81,2,8,13,8,9,12
3,1,2,8,11,8,10,9
3,1,2,8,11,8,10,9
3,12,2,8,13,8,9,9
3,21,2,8,13,8,9,9
3,81,2,8,13,8,9,9
3,81,2,8,0,8,9,0
3,9,2,1,11,8,9,0
3,1,2,8,11,8,6,0
4,1,2,8,11,8,9,24
4,1,2,8,11,8,9,24
4,1,2,18,13,7,9,21
4,1,2,8,11,8,9,21
4,1,2,8,11,8,9,15
4,1,2,8,11,8,9,12
4,1,2,8,11,8,9,12
4,1,2,8,13,7,10,12
4,1,2,8,13,7,10,9
4,1,2,8,13,8,9,9
4,1,1,8,13,8,10,6
4,1,2,9,11,7,10,6
4,1,2,9,11,0,10,6
4,1,2,13,11,8,9,3
4,10,2,8,5,8,9,0
4,1,2,8,13,3,9,0
5,1,2,18,17,8,9,21
5,1,2,8,11,8,9,18
5,1,2,8,11,8,9,18
5,1,2,8,11,8,9,18
5,1,2,8,11,8,9,12
5,1,2,8,11,8,9,12
5,1,2,18,13,7,9,9
5,29,2,8,11,8,9,9
5,1,2,18,13,8,9,9
5,1,2,8,11,8,9,9
5,1,2,18,11,7,9,9
5,1,2,8,11,8,9,9
5,1,2,8,11,8,9,9
5,1,2,18,13,8,9,9
5,1,2,8,11,8,9,9
5,1,2,6,11,3,9,0
6,1,2,16,11,8,9,30
6,1,2,18,17,8,9,21
6,1,2,8,11,8,9,18
6,1,2,8,11,8,9,18
6,1,2,8,11,8,9,12
6,1,2,8,11,8,9,12
