Generacion,k,e,aa,da,af,df,puntos
0,39,3,5,13,3,10,27
0,1,2,8,11,8,9,27
0,1,3,12,2,9,1,21
0,11,2,9,4,4,2,18
0,1,2,8,10,8,9,12
0,1,2,5,7,5,6,12
0,1,4,10,6,1,2,9
0,52,3,3,12,7,9,9
0,27,1,16,16,7,10,9
0,1,3,11,12,2,6,9
0,76,4,20,10,4,9,6
0,66,4,20,7,9,10,6
0,9,1,15,10,8,7,6
0,90,1,17,14,5,0,3
0,33,3,9,19,1,4,3
0,21,3,12,6,2,3,3
1,1,2,9,10,8,2,27
1,11,2,8,10,8,9,21
1,1,2,8,11,8,9,21
1,39,2,5,7,5,6,15
1,1,2,8,11,8,9,15
1,1,3,5,13,3,10,12
1,39,3,5,13,3,10,12
1,1,1,5,13,1,2,9
1,1,4,12,6,9,2,9
1,39,3,5,7,10,10,9
1,39,2,5,13,3,2,9
1,1,2,8,11,7,9,9
1,1,3,12,6,9,1,3
1,11,3,9,13,4,2,3
1,1,2,5,7,10,6,3
1,39,4,5,2,3,2,3
2,1,2,9,10,8,2,27
2,39,2,5,7,5,6,24
2,1,3,5,13,3,10,21
2,45,2,8,11,7,9,21
2,11,2,8,10,8,9,12
2,1,2,8,11,8,2,9
2,1,2,8,10,8,5,9
2,1,2,9,11,8,2,9
2,1,2,5,13,3,10,9
2,39,2,8,13,8,9,9
2,39,2,5,7,8,6,6
2,1,2,5,7,8,6,6
2,39,2,5,19,8,6,6
2,39,3,8,16,3,10,6
2,39,2,5,7,5,2,6
2,1,2,2,7,8,9,0
3,1,2,8,10,8,2,27
3,1,2,8,11,8,2,21
3,1,2,8,10,8,9,21
3,1,2,9,11,8,2,18
3,11,2,8,10,8,9,12
3,11,2,8,10,9,9,9
3,39,2,5,7,5,6,9
3,1,2,8,11,8,2,9
3,1,2,9,10,8,2,9
3,1,2,8,7,5,2,9
3,1,3,8,13,7,9,6
3,1,3,8,11,3,4,6
3,1,2,8,10,5,6,6
3,1,2,8,10,5,6,6
3,39,2,8,11,5,2,6
3,45,3,8,13,3,10,6
4,1,2,8,11,8,9,24
4,1,2,8,10,8,9,24
4,1,2,8,10,9,9,21
4,1,2,8,11,8,2,18
4,11,2,9,10,9,2,12
4,11,3,8,10,8,9,12
4,1,2,8,10,8,2,9
4,1,2,8,10,8,2,9
4,1,2,8,11,9,9,9
4,11,2,5,10,9,9,6
4,1,2,8,10,8,2,6
4,55,2,12,7,8,6,6
4,1,2,8,11,8,2,6
4,11,4,8,10,5,9,6
4,11,2,8,10,8,2,6
4,1,2,9,7,8,2,6
5,1,2,8,10,8,9,27
5,1,2,8,10,8,9,21
5,44,3,8,10,8,9,18
5,1,2,8,10,8,2,15
5,64,2,8,10,8,9,15
5,72,3,8,10,8,9,12
5,1,2,8,11,8,9,9
5,1,2,8,10,8,9,9
5,1,2,8,11,8,9,9
5,1,2,8,11,9,2,9
5,11,2,8,10,8,9,9
5,1,2,8,11,8,2,9
5,1,2,8,11,8,9,9
5,1,3,8,10,8,9,6
5,1,2,9,11,9,2,3
5,1,2,8,11,8,0,0
6,1,2,8,10,8,9,24
6,1,2,8,10,8,9,24
6,64,2,8,10,8,9,24
6,1,2,8,10,8,9,18
6,25,2,8,10,8,9,15
6,64,3,8,10,8,9,12
