Generacion,k,e,aa,da,af,df,puntos
0,1,3,11,12,2,6,69
0,11,2,9,4,4,2,63
0,39,3,5,13,3,10,63
0,1,2,8,11,8,9,60
0,1,2,8,10,8,9,60
0,1,2,5,7,5,6,57
0,52,3,3,12,7,9,48
0,1,3,12,2,9,1,45
0,21,3,12,6,2,3,39
0,27,1,16,16,7,10,39
0,76,4,20,10,4,9,39
0,1,4,10,6,1,2,36
0,33,3,9,19,1,4,33
0,66,4,20,7,9,10,33
0,9,1,15,10,8,7,27
0,90,1,17,14,5,0,9
1,1,3,11,12,2,6,69
1,1,2,8,10,8,9,60
1,1,2,8,10,8,9,60
1,11,2,9,4,4,2,51
1,1,3,11,7,2,6,51
1,11,2,8,11,8,2,48
1,52,3,3,12,7,9,48
1,39,3,2,12,3,9,45
1,1,4,8,11,8,6,42
1,1,3,11,13,2,4,39
1,39,3,11,12,7,10,39
1,1,2,11,4,5,6,36
1,39,3,5,12,3,6,36
1,39,3,5,12,3,6,36
1,81,2,9,11,10,9,33
1,1,2,8,11,5,6,27
2,1,3,11,12,2,6,81
2,1,2,8,10,8,9,69
2,1,2,8,10,8,9,69
2,1,3,11,12,2,9,66
2,1,2,8,10,8,5,54
2,1,3,11,7,2,6,54
2,1,3,11,7,2,6,54
2,61,2,8,11,10,2,54
2,1,3,8,11,8,6,51
2,1,4,11,11,8,6,42
2,11,2,18,4,4,2,30
2,11,2,9,4,8,2,24
2,85,3,19,11,2,2,24
2,11,2,9,6,2,2,21
2,52,3,3,12,7,0,18
2,14,2,18,12,2,2,9
3,1,3,11,12,2,6,84
3,1,3,11,12,2,6,84
3,1,3,11,12,2,9,57
3,1,3,11,12,2,9,57
3,1,2,8,10,8,9,51
3,1,3,11,12,2,4,51
3,1,3,11,12,2,4,51
3,1,2,8,10,8,9,51
3,1,3,11,7,2,6,42
3,1,3,8,12,8,9,36
3,1,3,8,12,8,9,36
3,26,3,11,4,2,6,30
3,1,2,8,10,8,5,24
3,1,2,8,10,8,5,24
3,1,3,16,12,2,6,21
3,1,2,11,10,8,5,21
4,1,3,11,12,2,6,78
4,1,3,11,12,2,6,78
4,1,3,11,12,2,6,78
4,1,3,12,12,2,9,54
4,1,3,11,12,2,9,48
4,1,3,11,12,2,9,48
4,1,3,11,12,2,4,45
4,1,2,8,10,8,9,42
4,1,2,8,10,8,9,42
4,1,3,8,12,2,9,39
4,1,2,11,12,2,6,33
4,38,3,11,12,8,9,30
4,1,3,11,10,8,9,30
4,1,2,8,10,8,6,27
4,1,2,8,10,2,9,27
4,1,3,11,3,2,9,21
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,3,17,12,2,9,66
5,1,3,11,12,2,6,66
5,44,3,11,6,2,3,33
5,1,4,11,12,2,6,33
5,1,3,11,12,2,9,30
5,1,3,11,12,2,9,30
5,1,3,11,12,2,9,30
5,48,3,12,12,2,9,30
5,29,2,11,12,2,4,6
5,1,3,11,12,2,0,0
6,1,3,17,12,2,9,81
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,17,12,2,6,48
6,1,3,11,12,2,6,48
6,1,3,2,12,2,6,42
6,1,4,11,12,2,6,12
6,1,2,11,12,2,6,9
7,1,3,17,12,2,9,81
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,12,2,6,51
7,1,3,11,4,2,6,12
7,1,3,11,12,2,9,9
7,1,2,11,16,2,6,6
8,1,3,17,12,2,9,72
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,25,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,11,12,2,6,54
8,1,3,17,12,2,6,42
8,1,3,17,12,2,6,42
8,101,3,10,12,2,6,24
8,1,3,11,12,2,9,24
8,1,3,8,12,2,6,18
8,1,3,11,6,0,6,12
9,1,3,17,12,2,9,81
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,25,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,11,12,2,6,54
9,1,3,20,12,2,6,45
9,1,3,11,12,3,6,24
9,1,2,17,12,7,6,15
9,51,2,11,12,2,6,12
9,1,2,17,12,2,6,3
10,1,3,17,12,2,9,54
10,1,3,11,12,2,6,54
10,1,3,17,12,2,9,54
10,1,3,11,12,2,6,54
10,1,3,11,12,2,6,54
10,1,3,11,12,2,6,54
10,64,3,11,12,2,6,54
10,25,3,11,12,2,6,54
10,1,4,17,12,2,6,48
10,1,3,11,12,7,8,48
10,1,3,17,12,2,6,45
10,1,4,11,12,2,9,42
10,1,3,11,12,9,6,33
10,25,3,2,12,2,6,31
10,1,3,11,12,0,6,25
10,1,3,11,12,2,1,15
11,1,3,17,12,2,9,69
11,1,3,17,12,2,9,69
11,1,3,17,12,2,9,69
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,1,3,11,12,2,6,48
11,64,3,11,12,2,6,48
11,1,3,17,5,7,9,27
11,1,3,11,12,2,9,18
11,64,3,11,11,2,6,18
11,1,3,11,12,2,9,18
12,1,3,11,12,2,9,57
12,1,3,14,12,2,9,57
12,1,3,3,12,2,6,54
12,1,4,11,12,2,6,54
12,93,3,11,12,2,6,54
12,1,3,11,12,4,6,51
12,1,3,17,12,0,10,48
12,1,3,17,12,2,9,45
12,1,3,17,12,2,9,45
12,1,3,17,12,2,9,45
12,1,3,11,12,2,10,39
12,1,3,11,12,9,6,39
12,1,3,11,16,2,6,36
12,1,3,17,12,2,6,36
12,1,2,11,12,2,9,33
12,1,3,11,18,6,9,27
13,71,3,11,12,2,6,78
13,93,3,11,12,2,6,78
13,1,3,14,12,1,9,60
13,1,3,11,12,4,6,51
13,1,3,14,12,2,9,48
13,1,3,11,12,2,9,48
13,22,3,11,12,2,9,48
13,1,3,14,12,2,9,48
13,77,3,14,12,2,9,48
13,93,2,11,12,2,6,39
13,35,3,20,18,4,6,39
13,1,3,11,12,0,10,36
13,1,3,1,12,4,6,33
13,1,3,17,12,2,6,30
13,1,3,14,12,2,3,27
13,60,3,4,1,4,6,9
14,71,3,11,12,2,6,66
14,93,3,11,12,2,6,66
14,1,3,11,12,2,6,66
14,93,3,11,12,2,6,66
14,71,3,3,16,2,9,57
14,93,3,11,14,2,6,51
14,1,3,11,12,2,9,39
14,36,3,11,12,2,9,39
14,1,3,14,6,2,9,39
14,1,3,11,12,4,9,36
14,1,3,11,12,4,9,36
14,1,3,14,12,2,9,33
14,1,3,14,12,4,9,33
14,1,3,14,12,2,9,33
14,1,3,9,12,2,9,30
14,1,3,14,12,4,6,30
15,71,3,11,12,2,6,75
15,93,3,11,12,2,6,75
15,71,3,11,12,2,6,75
15,93,3,11,12,2,6,75
15,71,3,3,16,2,6,69
15,93,3,11,14,2,6,57
15,71,3,11,16,2,5,45
15,71,3,11,12,2,3,33
15,71,3,19,12,3,6,30
15,1,3,11,12,2,9,27
15,1,3,11,12,2,9,27
15,1,3,11,12,2,9,27
15,93,3,11,14,5,6,27
15,71,4,12,12,2,6,27
15,93,3,17,12,4,6,27
15,93,3,13,12,2,9,24
16,71,3,3,16,2,5,81
16,71,3,3,16,2,6,81
16,71,3,11,12,2,6,60
16,93,3,11,12,2,6,60
16,71,3,11,12,2,6,60
16,71,3,11,12,2,6,60
16,93,3,11,12,2,6,60
16,71,3,11,12,2,6,60
16,93,3,11,12,2,6,60
16,93,3,11,14,2,5,24
16,71,3,11,14,2,6,24
16,71,3,11,16,2,5,24
16,71,3,11,16,2,5,24
16,93,3,11,12,9,8,15
16,71,3,11,18,2,6,15
16,93,3,20,12,10,6,12
17,71,3,3,16,2,5,75
17,71,3,3,16,2,6,75
17,93,3,3,12,2,6,75
17,93,3,3,16,2,5,75
17,71,3,3,16,2,6,75
17,71,4,3,16,2,6,51
17,71,3,11,12,2,6,42
17,71,3,11,12,2,6,42
17,93,3,11,12,2,6,42
17,71,3,11,12,2,6,42
17,93,3,11,12,2,6,42
17,93,3,11,12,2,6,42
17,71,3,11,13,2,6,15
17,93,3,11,12,1,6,15
17,71,4,11,12,2,6,12
17,93,3,11,12,2,0,0
18,71,3,2,16,2,6,75
18,71,3,3,12,2,5,51
18,71,3,3,16,2,5,51
18,71,3,3,16,2,5,51
18,71,3,3,12,1,6,48
18,93,3,3,12,2,6,45
18,93,3,3,12,2,6,45
18,93,3,3,12,2,6,45
18,71,3,3,16,2,6,45
18,93,3,3,16,2,6,45
18,93,3,3,12,2,6,45
18,93,3,3,12,2,6,45
18,71,4,16,16,2,5,36
18,12,3,8,16,7,10,36
18,93,3,13,16,2,5,36
18,93,3,11,12,2,6,21
19,71,3,3,8,2,6,81
19,71,3,2,16,2,6,67
19,71,3,2,16,2,6,67
19,93,3,15,12,2,6,54
19,44,3,3,16,2,3,54
19,93,3,3,16,0,6,44
19,71,3,3,12,8,6,42
19,71,3,3,16,2,6,39
19,93,3,3,12,2,5,39
19,93,3,3,12,2,1,39
19,71,3,3,12,2,5,39
19,71,3,3,16,2,6,39
19,71,3,3,12,2,6,36
19,71,3,3,16,6,5,30
19,71,3,2,16,8,5,27
19,71,3,3,12,10,6,21
20,71,3,15,16,2,6,75
20,93,3,15,12,2,6,75
20,44,3,15,12,2,6,75
20,44,3,3,16,2,3,63
20,71,3,3,8,2,6,60
20,71,3,2,12,5,6,48
20,71,3,2,16,2,6,48
20,71,3,2,16,2,6,48
20,71,3,2,16,2,6,48
20,71,3,2,16,8,6,42
20,71,3,2,12,8,6,39
20,75,3,5,16,2,3,27
20,71,3,3,8,2,3,24
20,71,4,3,16,2,6,18
20,71,3,2,17,8,6,15
20,71,3,3,16,8,6,15
21,98,3,3,12,2,3,66
21,71,3,14,12,2,6,63
21,8,3,14,14,2,6,60
21,71,3,15,12,2,6,57
21,93,3,15,12,2,6,57
21,44,3,15,12,2,6,57
21,44,3,15,12,2,6,57
21,44,3,15,12,2,6,57
21,93,3,15,12,2,6,57
21,93,3,15,5,2,9,51
21,71,3,3,8,2,6,45
21,71,3,15,16,2,6,33
21,93,3,15,19,2,6,21
21,44,3,18,16,8,3,18
21,71,3,2,16,2,6,15
21,44,3,2,12,2,6,6
22,98,3,3,12,2,3,69
22,71,3,14,12,2,6,69
