Generacion,k,e,aa,da,af,df,puntos
0,1,3,11,12,2,6,69
0,11,2,9,4,4,2,63
0,39,3,5,13,3,10,63
0,1,2,8,11,8,9,60
0,1,2,8,10,8,9,60
0,1,2,5,7,5,6,57
0,52,3,3,12,7,9,48
0,1,3,12,2,9,1,45
0,21,3,12,6,2,3,39
0,27,1,16,16,7,10,39
0,76,4,20,10,4,9,39
0,1,4,10,6,1,2,36
0,33,3,9,19,1,4,33
0,66,4,20,7,9,10,33
0,9,1,15,10,8,7,27
0,90,1,17,14,5,0,9
1,1,3,11,12,2,6,72
1,39,3,11,12,4,6,63
1,1,2,5,7,5,6,60
1,1,2,2,10,4,2,57
1,54,3,5,13,3,10,57
1,1,2,8,12,8,9,54
1,11,2,9,4,4,2,51
1,39,3,5,13,2,10,46
1,52,4,3,12,2,6,46
1,11,2,19,13,4,2,39
1,11,2,9,10,4,2,36
1,1,2,5,11,5,6,33
1,1,2,5,13,10,6,32
1,1,3,3,12,7,6,28
1,1,2,9,4,4,9,24
1,39,2,5,7,3,10,17
2,1,3,11,12,2,6,60
2,1,2,2,10,4,2,60
2,54,3,5,13,3,10,60
2,11,2,9,10,9,2,60
2,54,2,5,13,3,6,57
2,1,3,7,11,8,9,57
2,11,2,9,4,4,2,54
2,39,3,15,12,4,6,48
2,39,3,11,12,4,6,45
2,39,3,11,12,4,6,45
2,54,3,5,13,5,6,42
2,39,3,11,12,4,9,39
2,1,2,8,12,8,9,36
2,54,3,5,13,3,6,36
2,1,2,5,1,8,10,18
2,39,3,11,0,4,6,3
3,1,4,7,4,1,2,63
3,1,2,2,10,4,2,60
3,1,3,11,12,2,6,57
3,1,3,11,12,2,6,57
3,11,2,11,10,9,2,54
3,11,3,7,11,8,9,48
3,1,3,7,11,8,9,48
3,1,2,2,16,4,2,48
3,54,2,7,13,3,9,45
3,54,2,5,10,3,2,42
3,11,2,5,10,3,2,42
3,54,3,5,10,9,10,42
3,54,3,5,9,3,10,40
3,11,3,9,11,4,9,37
3,1,2,11,12,4,2,36
3,79,3,5,0,3,2,0
4,1,2,2,10,8,9,75
4,1,4,7,4,1,2,69
4,1,3,11,12,2,6,66
4,11,3,7,11,8,9,63
4,1,3,11,4,2,6,51
4,1,3,7,12,2,9,51
4,21,3,7,9,4,1,51
4,11,2,11,10,9,2,48
4,11,2,11,10,9,2,48
4,1,2,2,10,4,2,45
4,58,4,7,4,5,2,42
4,1,3,11,12,2,2,36
4,1,2,12,12,2,6,33
4,1,3,7,10,4,2,30
4,1,1,11,4,1,2,12
4,1,3,7,0,8,9,0
5,1,2,2,10,8,9,66
5,1,2,2,10,8,9,66
5,1,3,11,12,2,6,66
5,1,3,11,12,2,6,66
5,1,4,7,4,1,2,54
5,1,3,7,12,2,9,52
5,1,3,2,10,8,7,51
5,44,3,7,4,1,2,51
5,1,3,11,4,2,6,48
5,1,4,7,4,2,2,48
5,1,3,7,4,2,6,45
5,1,3,7,9,4,1,39
5,1,3,11,10,0,9,31
5,21,3,7,6,4,1,27
5,1,3,11,4,2,0,9
5,11,3,2,0,8,9,0
6,1,3,2,17,8,7,65
6,1,2,2,10,8,9,54
6,1,2,2,10,8,9,54
6,1,2,2,10,8,9,54
6,1,3,2,12,2,9,54
6,1,2,2,10,8,9,54
6,1,2,2,10,8,9,54
6,1,2,4,10,8,9,48
6,1,3,7,10,2,9,45
6,1,2,2,10,8,7,45
6,1,3,7,12,2,9,39
6,1,3,7,4,2,9,39
6,12,3,11,12,2,6,37
6,1,3,11,12,2,6,37
6,1,3,7,4,1,2,24
6,1,3,8,16,2,6,15
7,1,3,2,17,8,7,75
7,1,3,2,17,8,7,75
7,1,3,2,12,2,9,51
7,1,2,10,10,8,9,48
7,1,3,2,20,2,9,42
7,1,2,5,10,8,9,39
7,1,2,2,10,8,9,39
7,1,2,2,10,8,9,39
7,1,3,2,7,8,7,39
7,1,2,2,10,8,9,39
7,1,2,2,10,8,9,39
7,1,2,2,10,7,9,39
7,1,2,2,10,8,9,39
7,1,2,1,10,8,9,39
7,1,2,2,10,8,9,39
7,100,2,2,10,8,9,39
8,1,3,2,10,2,9,72
8,1,3,2,12,2,9,63
8,1,3,2,17,4,9,63
8,1,3,17,17,8,7,63
8,1,3,2,17,8,9,49
8,1,3,2,17,8,9,49
8,1,3,2,20,2,9,48
8,1,3,2,17,2,9,45
8,1,3,2,17,8,7,42
8,1,3,2,17,8,7,42
8,84,3,2,20,10,9,42
8,19,3,2,17,4,7,42
8,84,3,5,10,8,9,35
8,1,3,11,19,8,7,33
8,1,3,2,17,8,0,21
8,1,3,2,13,8,0,9
9,1,3,17,17,8,9,72
9,1,3,2,10,2,9,60
9,1,3,2,10,2,9,60
9,1,3,2,10,2,9,60
9,1,4,2,10,2,9,60
9,1,3,2,10,2,9,60
9,1,3,17,17,8,7,51
9,1,3,17,17,8,7,51
9,1,3,2,10,8,9,51
9,1,3,3,12,2,9,48
9,1,3,2,17,4,9,36
9,1,3,2,12,2,9,33
9,1,4,2,17,8,9,24
9,1,3,2,17,8,9,18
9,1,3,2,17,8,9,18
9,1,3,2,17,8,9,18
10,1,3,17,17,8,9,72
10,1,3,17,17,8,9,72
10,1,4,2,10,2,9,54
10,1,4,2,10,2,9,54
10,1,4,18,10,2,9,48
10,1,3,2,10,2,9,45
10,1,3,2,10,2,9,45
10,1,3,2,10,2,9,45
10,69,3,2,10,2,9,45
10,1,3,2,10,2,9,45
10,1,3,17,17,8,7,45
10,1,3,2,5,7,9,36
10,1,3,16,10,2,9,33
10,1,3,9,17,8,7,30
10,1,3,2,10,4,9,30
10,1,3,2,10,8,7,21
11,1,3,17,17,8,9,66
11,1,3,17,17,8,9,66
11,86,4,17,17,8,9,66
11,1,4,14,10,2,9,66
11,1,4,17,10,2,9,60
11,1,4,18,10,2,9,60
11,1,4,2,10,2,9,57
11,1,4,2,10,2,9,57
11,1,3,2,10,2,9,39
11,1,3,2,10,2,9,39
11,1,4,2,14,2,9,39
11,1,4,17,10,8,9,33
11,1,3,17,10,8,7,24
11,1,3,17,10,2,9,24
11,1,3,18,10,2,9,24
11,1,3,12,0,8,9,0
12,1,4,17,10,2,9,60
12,1,4,17,10,2,9,60
12,1,4,18,10,2,9,60
12,1,4,18,10,2,9,60
12,43,4,3,10,9,9,57
12,86,4,17,17,8,9,45
12,86,4,17,17,8,9,45
12,1,4,14,7,2,9,45
12,1,3,17,17,8,9,45
12,1,3,17,17,8,9,45
12,1,3,9,10,1,9,42
12,86,4,13,17,8,9,39
12,1,4,11,17,8,9,39
12,1,3,18,17,2,9,36
12,1,3,17,16,8,9,24
12,1,4,2,20,2,9,18
13,43,4,3,10,9,9,69
13,43,4,3,10,8,9,69
13,1,4,18,10,2,3,57
13,43,4,3,12,8,9,57
13,1,4,17,10,2,9,45
13,1,4,18,10,2,9,45
13,86,4,17,17,8,9,45
13,1,4,17,10,2,9,45
13,1,4,17,10,2,9,45
13,86,4,17,17,8,9,45
13,43,4,3,10,10,9,42
13,86,4,17,17,7,9,42
13,86,4,17,3,1,9,36
13,86,4,18,10,8,9,33
13,1,4,17,10,8,9,27
13,1,3,17,10,2,9,18
14,5,4,3,12,2,9,69
14,43,4,3,10,8,9,63
14,43,4,3,10,2,9,57
14,1,4,17,10,2,3,57
14,43,4,3,10,9,9,54
14,43,4,3,10,9,9,54
14,43,4,3,17,9,9,45
14,1,4,18,1,2,9,43
14,43,2,3,17,8,8,42
14,1,4,18,10,2,3,39
14,1,4,18,10,2,3,39
14,43,4,17,10,8,9,39
14,43,4,16,10,5,9,36
14,36,4,17,17,10,9,34
14,19,4,3,12,8,4,27
14,1,1,18,10,2,9,21
15,43,4,3,10,2,9,69
15,73,4,3,10,2,9,69
15,5,4,3,12,2,9,66
15,1,1,3,10,2,3,57
15,33,4,3,12,2,5,54
15,43,4,3,10,8,9,48
15,43,4,3,10,8,9,48
15,43,4,3,13,9,9,48
15,43,4,17,7,2,9,42
15,43,4,3,10,9,9,39
15,43,4,3,10,9,9,39
15,43,4,3,10,9,9,39
15,43,4,3,10,9,9,39
15,43,4,3,17,9,9,30
15,43,4,3,3,9,0,18
15,5,4,5,1,8,9,15
16,43,4,3,10,8,1,63
16,43,4,11,10,2,9,57
16,43,2,3,10,8,9,54
16,5,4,12,12,2,9,54
16,43,2,3,10,8,2,54
16,11,1,3,10,2,3,49
16,73,4,3,10,2,9,48
16,31,4,3,10,2,9,48
16,43,4,3,10,2,9,48
16,5,4,3,10,8,9,42
16,43,4,3,10,8,9,42
16,43,4,3,10,8,9,42
16,73,4,3,10,8,9,42
16,43,4,3,10,2,3,39
16,43,2,3,10,2,10,31
16,43,1,3,4,9,9,6
17,43,4,11,10,2,9,60
17,43,4,11,10,2,9,60
17,11,4,12,10,2,9,54
17,5,4,12,12,2,9,54
17,43,2,3,10,8,9,51
17,43,2,3,10,8,9,51
17,43,4,3,10,8,1,48
17,43,2,17,6,8,2,48
17,43,4,3,10,8,1,48
17,43,2,3,10,8,2,45
17,100,2,3,10,8,2,45
17,43,4,11,10,8,1,42
17,5,4,12,10,3,2,39
17,43,4,3,10,2,9,33
17,11,1,3,10,7,3,24
17,43,4,3,6,2,1,18
18,43,4,11,8,2,9,66
18,43,4,11,10,2,9,54
18,43,4,11,10,2,9,54
18,43,4,11,10,2,9,54
18,5,4,12,12,2,9,51
18,43,2,3,10,8,9,48
18,43,2,3,10,8,9,48
18,11,4,12,10,2,9,45
18,43,1,11,10,8,9,45
18,11,4,12,10,2,9,45
18,48,4,12,10,2,9,45
18,43,3,3,10,2,3,42
18,43,2,18,10,3,9,36
18,43,2,3,10,8,1,30
18,43,4,3,18,8,9,30
18,5,3,3,10,2,10,27
19,43,4,11,8,2,9,57
19,36,2,3,10,8,9,57
19,43,2,3,10,8,9,57
19,43,2,3,10,8,9,57
19,43,2,18,10,8,9,54
19,43,4,3,10,2,8,51
19,5,4,15,12,2,9,48
19,43,2,11,10,8,9,48
19,43,4,3,10,8,9,45
19,43,4,11,10,2,9,42
19,5,4,12,12,2,5,42
19,43,4,11,10,2,9,42
19,43,4,11,10,2,9,42
19,43,4,11,10,6,9,30
19,43,4,3,10,2,9,27
19,43,2,11,10,2,9,21
20,43,4,19,8,2,9,63
20,43,4,11,8,2,9,60
20,36,2,3,10,8,9,54
20,36,2,3,10,8,9,54
20,36,2,3,10,8,9,54
20,43,4,15,12,2,9,54
20,5,4,15,12,2,9,54
20,43,2,18,10,8,9,48
20,43,2,18,10,8,9,48
20,43,4,3,10,3,8,42
20,36,4,3,10,3,9,36
20,43,4,11,10,2,8,36
20,43,2,3,10,8,4,36
20,43,4,3,10,2,8,27
20,43,2,3,10,10,8,27
20,43,4,3,10,2,8,27
21,43,4,20,8,2,9,75
21,43,4,19,8,2,9,54
21,43,4,19,8,2,9,54
21,36,2,3,10,8,9,54
21,36,2,13,10,8,9,51
21,43,4,15,12,2,9,48
21,43,4,15,12,2,9,48
21,43,4,19,14,2,9,45
21,43,4,19,12,2,9,45
21,43,4,11,8,2,9,42
21,36,4,2,12,8,9,42
21,43,4,15,12,2,2,39
21,43,2,7,12,2,9,36
21,36,2,3,19,8,9,33
21,36,2,3,10,8,4,33
21,36,4,15,19,7,9,21
22,43,4,20,8,2,9,75
22,36,2,20,10,8,9,69
